sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
9293,56899,it,Santa Maradona,9.544,10/26/2001,7.1,142,"['Romance', 'Drama', 'Comedy']",An unemployed young man finds his life turned upside down when he falls in love with a beautiful actress.,0,96,
9296,613377,fr,30 jours max,7.889,10/14/2020,5.6,210,"['Comedy', 'Action', 'Crime']","Rayane is a scared and clumsy young cop who is constantly mocked by other cops. The day his doctor wrongly tells him that he has only thirty days to live, he understands that this is his last chance to become a hero within his police station and impress his colleague StÃ©phanie. The eternal fearful man then turns into a real hothead who will take all the risks to catch a big drug lord...",11208529,87,
9303,10997,zh,éœ¸ç?‹åˆ«å§¬,12.342,10/26/1993,7.9,330,['Drama'],"Abandoned by his prostitute mother in 1920, Douzi was raised by a theater troupe. There he meets Shitou and over the following years the two develop an act entitled ""Farewell My Concubine"" that brings them fame and fortune. When Shitou marries Juxian, Douzi becomes jealous, the beginnings of the acting duo's explosive breakup and tragic fall take root.",5750000,171,
9304,71325,sv,Kyss mig,9.845,7/29/2011,7.2,230,"['Romance', 'Drama']","After they meet at their parent's engagement party, Mia and Frida are intrigued by and attracted to one another, despite Mia's own upcoming engagement to Tim. Mia must decide whether to continue her life with Tim or to follow her heart with Frida.",0,107,
9311,18897,fr,Ne te retourne pas,9.094,6/3/2009,5.6,155,"['Drama', 'Horror', 'Mystery', 'Thriller']",Panic attacks and memory loss signal the plight of a writer whose body is inexplicably being taken over by another woman.,2651917,110,
9320,10795,fr,Ne le dis Ã  personne,8.592,11/1/2006,7.3,1040,"['Drama', 'Thriller', 'Crime', 'Mystery']","A man receives a mysterious e-mail appearing to be from his wife, who was murdered years earlier. As he frantically tries to find out whether she's alive, he finds himself being implicated in her death.",0,131,Eight years ago Alex's wife was murdered. Today she emailed him.
9330,891835,he,Story City,14.827,11/11/2021,0,0,[],"The film presents a free interpretation of â€˜Danielâ€™s visionâ€™ â€“ an ancient Jewish prophecy describing the reign of a mysterious metal beast. In the film, the beast becomes a hybrid creature, representing an extensive system of historical and contemporary subjects â€“ such as Jerusalem Syndrome, religion, prophecy, disease, photography, media, virtual existence, and public space policing.",0,6,
9341,105001,cn,å†°å°Åä¿ ï??é‡çç”Ÿä?‹é–€,10.092,4/17/2014,5.4,146,"['Adventure', 'Action', 'Science Fiction', 'Comedy', 'Fantasy']","In the Ming Dynasty, there lives four orphans, Ying, Sao, Yuanlong and Niehu. Raised in Taoyuan Village, the four are as closed as brothers. Their exceptional martial arts skills allows them to reach the highest rank within the imperial guards. After the four successfully killed the Japanese troop leader, the Emperor orders Ying to escort the Golden Wheel of Time from Sindu (now India) back to the capital, which is said to have the power of time travel and foresee into the future.  Now in 2013, Squire Tang, funded by a mysterious financer, digs up three ancient icemen from the outskirt of China; they are Ying, Sao and Niehu. As he is transferring the icemen to Hong Kong for further studies, the vehicle involves in a traffic accident which, unexpectedly, defrosts Ying...",26033917,104,
9343,891822,he,Loud Whisper,14.812,11/11/2021,0,0,[],"Aharon went through ongoing sexual abuse as an ultra-orthodox youth in a Yeshiva in Bnei Brak. A decade later, he has come out and is living as a secular homosexual. The silence he kept inside is bursting in his fashion collections.",0,20,
9344,891813,he,Mlukhiye,14.812,11/11/2021,0,0,[],"A gay Palestinian in the closet goes out to a blind date with a guy that cat-fished him. When he tries to escape the guy threatens to expose his sexual identity. Trying not to get in trouble, he decides to come-out by himself to his own family.",0,15,
9345,32909,zh,è?±æœ¨å…°,11.09,11/26/2009,7.5,330,"['Adventure', 'Drama', 'Action']","When barbarian hordes threaten her homeland, the brave and cunning Mulan disguises herself as a male soldier to swell the ranks in her aging father's stead. The warrior's remarkable courage drives her through powerful battle scenes and brutal wartime strategy. Mulan loses dear friends to the enemy's blade as she rises to become one of her country's most valuable leaders â€” but can she win the war before her secret is exposed?",13380561,115,Warrior. Princess. Legend.
9346,616803,sv,Breaking Surface,10.614,2/14/2020,6.8,251,"['Thriller', 'Drama', 'Action']","Two Swedish/Norwegian half sisters go on a winter diving trip in Northern Norway, when they get trapped after a rockslide.",98157,82,There is only you
9347,451945,fr,120 battements par minute,8.347,8/23/2017,7.8,1119,['Drama'],"Paris, in the early 1990s: a group of young activists is desperately tied to finding the cure against an unknown lethal disease. They target the pharmaceutical labs that are retaining potential cures, and multiply direct actions, with the hope of saving their lives as well as the ones of future generations.",7632420,135,
9348,891840,he,Hollows and Ducts,14.802,11/11/2021,0,0,[],"The filmmakers gather to sing in a unique position, in which the mouth of one envelops the nostrils of the other, as all three voices vibrate potently throughout the body cavities.",0,15,
9359,674607,fr,Jusqu'au dÃ©clin,9.613,2/27/2020,6.2,326,['Thriller'],"Anticipating a disaster, Antoine, a father, attends a survivalist training given by Alain in his autonomous hideout. In fear of a natural, economic or social crisis, the group trains to face the different possible apocalyptic scenarios. But the disaster they will experience will not be the one they predicted.",0,83,
9362,253611,tl,Ekis:  Walang Tatakas,8.585,7/28/1999,0,0,"['Action', 'Drama']","Gene works for the local underworld syndicate but always treats his abductees with kindness. He begins a dangerous affair with ex-bar girl Dolor, who's routinely beaten by her rich husband. When the cops move in on Gene's gang and Dolor's husband winds up dead, the couple flees with the law and their enemies in hot pursuit.",0,110,Wild Wild Wet
9363,13492,fr,FrontiÃ¨re(s),7.536,7/1/2007,6.1,506,"['Drama', 'Horror', 'Action', 'Thriller']","A gang of young thieves flee Paris during the violent aftermath of a political election, only to hole up at an Inn run by neo-Nazis.",0,108,What are your boundaries...
9368,581577,de,Persian Lessons,9.655,4/17/2020,7.5,93,"['War', 'Drama']","Occupied France, 1942. Gilles is arrested by SS soldiers alongside other Jews and sent to a camp in Germany. He narrowly avoids sudden execution by swearing to the guards that he is not Jewish, but Persian. This lie temporarily saves him, but Gilles gets assigned a life-or-death mission: to teach Farsi to Head of Camp Koch, who dreams of opening a restaurant in Iran once the war is over. Through an ingenious trick, Gilles manages to survive by inventing words of ""Farsi"" every day and teaching them to Koch.",3825668,127,
9371,8416,it,Il conformista,9.833,10/21/1970,7.7,437,['Drama'],"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",0,108,A dazzling movie
9377,401698,fr,Baisers cachÃ©s,9.589,2/4/2016,7.6,224,['Drama'],"Nathan, 16, lives alone with his father Stephane. A newcomer in high school, he is invited to a party and falls in love with Louis, a boy in his class. They find themselves out of sight and kiss each other, but someone takes a picture of them. Soon, the photo is published on Facebook and a storm overtakes their lives as they face bullying and rejection.",0,87,
9381,541611,nl,De Dirigent,7.398,10/25/2018,8,85,"['Drama', 'History']","United States, 1926: Dutch 24-year-old Willy Wolters has immigrated to the American continent with her parents as a child. She dreams of becoming a conductor, but this is an ambition that no one takes seriously. Unbeknownst to her, she'll also become Antonia Brico.",0,137,"The heart of a woman, the soul of an artist"
9384,893304,de,Hyperland,13.994,11/8/2021,0,0,['Science Fiction'],"In a near-future world, everyone's reputation is measurable and visible. This ""carma count"" determines whether you belong or not, what job you have and how you live. Popularity, creditworthiness, career advancement or career demise are all judged in this way. Cee (Lorna Ishema), a young woman who works as an artist scout, gets caught up in a smear campaign that threatens her livelihood and finds out: hidden from the public eye, paid experts are working to burnish the reputation of their clients - or destroy the reputation of their opponents. Waves of outrage, public doubts, anonymous accusations, like-parades and cheering bloggers - everything is planned, controlled and directed. When Cee hires one of these specialist teams to defend herself, the situation spirals out of control.",0,109,
9387,893164,es,Cuidado con lo que deseas,14.76,11/12/2021,0,0,[],,0,0,
9388,893153,nl,Descending the Mountain,14.76,11/11/2021,0,0,['Documentary'],,0,0,
9389,893014,hi,Trimming the Fat,14.76,11/10/2021,0,0,[],,0,0,
9390,892985,pt,Menstruar,14.76,11/11/2021,0,0,[],,0,0,
9405,674944,es,Hogar,9.36,3/25/2020,6.4,584,"['Thriller', 'Drama']","An unemployed executive is forced to sell his apartment. When he discovers that he still has the keys, he becomes obsessed with the family that now lives there and decides to recover the life he has lost, at any price.",0,103,
9407,244063,nl,Jongens,8.335,1/8/2014,7.7,518,['Drama'],Two teen track stars discover first love as they train for the biggest relay race of their young lives.,0,78,How does it feel to win a race when you know you lost a love?
9411,219,es,Volver,9.582,3/16/2006,7.5,1227,"['Comedy', 'Drama', 'Romance']","Raimunda lives and works in Madrid with her husband Paco and their daughter Paula. Raimunda's sister Sole lives nearby. The two sisters miss their mother Irene who died several years ago in a house fire along with their father. When a former neighbor from their hometown reports that she has seen the ghost of Irene, the daughters do not believe her. After a murder and a family tragedy, however, Irene's spirit materializes around her daughters to comfort them.",85582407,121,Return.
9414,479226,da,Journal 64,9.095,10/4/2018,7.3,315,"['Crime', 'Thriller', 'Mystery', 'Drama']","Copenhagen, Denmark, 2018. A frightening discovery is made in an old apartment. The subsequent investigation of Department Q members leads them to an infamous institution for girls that was suddenly closed in the early sixties.",0,118,
9417,678314,es,AndrÃ©s Iniesta: el hÃ©roe inesperado,10.411,4/23/2020,7.6,85,['Documentary'],"This is the story of a normal person who does extraordinary things. Someone who pursues and achieves triumphs through taking care of the small details, because these are, after all, the ones that make him a different soccer player.",0,106,This is the story of a normal person who does extraordinary things.
9422,4727,fr,Le Gendarme de Saint-Tropez,10.83,9/8/1964,7.1,633,['Comedy'],"The ambitious police officer Cruchot is transferred to St. Tropez. He's struggling with crimes such as persistent nude swimming, but even more with his teenage daughter, who's trying to impress her rich friends by telling them her father was a millionaire and owned a yacht in the harbor.",0,89,
9424,394110,ko,ì—?ê¸°ì Åìù¸ ê·¸ë…€ 2,8.296,4/22/2016,5.3,7,"['Comedy', 'Romance']","Gyun-woo is having difficulty forgetting the sassy girl. He then reunites with his childhood sweetheart, an elementary school classmate from China who was often teased about her broken Korean. They marry despite family opposition, and Gyun-woo has no idea what marriage has in store for him.",0,99,
9428,125386,cn,éù?æ´?è¶…äºº,7.318,3/31/1994,5.5,8,['Comedy'],"In the early 1990s, NÇƒxau was cast in three low-budget unofficial sequels that continued the fish-out-of-water aspects of the first two films.",0,0,
9430,10363,fr,Plein soleil,9.029,3/10/1960,7.6,279,"['Crime', 'Drama', 'Thriller']","Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.",0,115,Passion at ten. Envy at eleven. Murder at noon.
9440,1414,es,Los amantes del CÃ?rculo Polar,9.827,9/4/1998,7.4,160,"['Drama', 'Mystery', 'Romance']","Otto and Ana are kids when they meet each other. Their names are palindromes. They meet by chance, people are related by chance. A story of circular lives, with circular names, and a circular place (CÃ?rculo polar) where the day never ends in the midnight sun. There are things that never end, and Love is one of them.",0,112,Destiny cannot be denied.
9442,35102,cn,é‡‘ç“¶æ¢…,7.868,9/19/2008,5.5,18,"['Comedy', 'Drama', 'Romance']","Based on the classic Chinese novel ""Jin Ping Mei,"" written during the Ming Dynasty. The novel itself is the first full length Chinese fictional work to depict sexuality in explicit manner. The movie (as well as novel) takes place during 1111-1127 and centers around Ximen Quing, a corrupt social climber and lustful merchant who is wealthy enough to marry a consort of wives and concubines.",0,94,
9444,25868,hi,Aladin,8.029,10/29/2009,6.1,65,"['Fantasy', 'Drama', 'Romance', 'Adventure', 'Comedy']","Based in the municipality of Khwaish, abused by his classmates, Aladin Chatterjee, who was orphaned when his parents, Arun and Riya, died in an accident in Siachen Valley, lived with his paternal grandfather until the later's passing. Now alone, grown up, studying in Khwaish University, and still being abused by fellow-college mates, he finds himself smitten by the lovely US Exchange Student, Jasmine. Unable to express his feelings for her, he rubs a lamp that was gifted to him on his birthday, which summons a genie named Genius. He gets 3 wishes, but wastes 2 of them, but on the 3rd one he insists that Genius assist him to win Jasmine's heart without any magical tricks. Hilarious chaos result when everything seems to fail while an immortal and deadly entity, Ringmaster, and his hordes, prepares to confront Genius and Aladin so that he can acquire more magical powers with the help of the lamp on the day of the sighting of a rare comet and the truth behind the death of Aladin's parents.",0,132,and the Mystery of the lamp
9446,1555,fr,L'Auberge espagnole,10.526,6/19/2002,7.1,845,"['Drama', 'Comedy', 'Romance']","A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship.",3897799,122,"They came from Paris, Rome, London and Berlin toâ€? the Spanish Apartmentâ€? where a year can change a lifetime."
9448,89501,ko,ë?”ì£„ì™€ìù˜ ì „ìŸÅ,9.079,2/2/2012,6.8,113,"['Crime', 'Thriller']",A corrupt customs official joins forces with a vicious gangster to form the most powerful crime partnership in Busan.,0,133,Power Cannot Be Taken Alone
9450,768127,fr,Les fantasmes,8.595,11/5/2021,2,1,"['Comedy', 'Romance']","Faced with their fantasies, six couples try to explore the hidden sides of their intimate life. Six questions on access to pleasure. From role play to abstinence, via exhibition, six separate stories with the same questioning of desire today in the center.",0,102,Tell us about yours...
9455,432613,fr,Ã‰pouse-moi mon pote,8.335,10/25/2017,6.3,803,['Comedy'],Yassine asks his best friend Fred to marry him in order to avoid deportation...,0,92,
9459,730769,fr,Barbaque,7.653,9/10/2021,7.1,44,['Comedy'],"Sophie and Vincent have run a family owned butcher shop for over 10 years. But with competition from meat factories, their small business is on the brink of bankruptcy and their marriage is falling apart. All seems lost when Vincent accidentally kills a vegan activist who vandalized their shop a few days earlier. Vincent is overwhelmed and terrified of being accused of murder., The only solution he can come up with, is to get rid of the body by turning it into ham, which his wife will inadvertently sell. Life takes an astonishing turn, when suddenly the shop is packed with customers and they cannot meet the demand for their â€œextraordinary ham â€œ. Sophie seems to fall in love again with Vincent. How far will they go to save their business and their marriage? The idea of starting over, could be a very tantalizing prospect!",0,87,Eat this!
9460,492008,ko,ê?€ê°ù,10.868,9/23/2020,7.8,127,['Action'],"After being blinded in a coup against the king, Joseonâ€™s greatest swordsman (Jang Hyuk) goes into hiding, far removed from his cityâ€™s anguish. But when traffickers kidnap his daughter, he has no choice but to unsheathe his sword once more.",0,101,
9466,55580,it,Fermo posta Tinto Brass,12.163,8/30/1995,5.4,53,['Comedy'],"This film is a series of letters, photos and video cassettes which women often send in to certain newspapers. By visualizing their story-telling (the name given by the psychologists to their fantasies) the film portrays the confessions, the secret longings, the adventures, recollections, dreams, desires and fantasies of these women. It is an open secret that most women dream of forbidden affairs, secret lovers and hasty encounters but when it comes down to it they lack the courage to pursue their dreams.",0,81,A sensational collection of real-life sexual fantasies from the Master of Erotica.
9468,384664,de,Tschick,9.582,9/15/2016,6.7,203,"['Drama', 'Comedy']","While his mother is in rehab and his father is on a 'business trip' with his assistant, 14-year-old outsider Maik is spending the summer holidays bored and alone at his parents' villa, when rebellious teenager Tschick appears. Tschick, a Russian immigrant and an outcast, steals a car and decides to set off on a journey away from Berlin with Maik tagging along for the ride. So begins a wild adventure where the two experience the trip of a lifetime and share a summer that they will never forget.",0,93,The best summer ever
9472,44977,hi,à?§à¥‚à?® à¥©,6.827,12/19/2013,6,200,"['Action', 'Crime', 'Thriller']","To avenge his father's death, a circus entertainer trained in magic and acrobatics turns thief to take down a corrupt bank in Chicago. Two cops from Mumbai are assigned to the case.",91000000,172,
9474,145,da,Breaking the Waves,8.323,5/13/1996,7.5,692,"['Drama', 'Romance']","In a small and conservative Scottish village, a woman's paralytic husband convinces her to have extramarital intercourse so she can tell him about it and give him a reason for living.",3803298,159,Love is a mighty power.
9477,11344,ko,ë‹¬ì??í•œ ìù¸ìƒù,12.074,3/31/2005,7.5,595,"['Action', 'Drama', 'Crime']","Kim Sun-woo is an enforcer and manager for a hotel owned by a cold, calculative crime boss, Kang who assigns Sun-Woo to a simple errand while he is away on a business trip; to shadow his young mistress, Heesoo, for fear that she may be cheating on him with a younger man with the mandate that he must kill them both if he discovers their affair.",0,120,
9480,778819,da,Ternet Ninja 2,8.508,8/19/2021,6.1,7,"['Animation', 'Comedy']","In â€œCHECKERED NINJA 2â€ù, we again follow the boy Alex and Checkered Ninja on a frantic hunt for the villain from the first movie Phillip Eppermint. Because Eppermint manages to evade a prison sentence in Thailand, CHECKERED Ninja comes alive and seeks out Alex. Together, and with Alexâ€™s entire family, they now have to go to Thailand to bust Eppermint. Alex and Checkered Ninja are swooped up into a dangerous mission, where their friendship sometimes comes under intense pressure.",0,0,
9481,544345,fr,Just a Gigolo,10.34,4/17/2019,5.5,114,['Comedy'],"How to live happy and rich without working? To be Gigolo. But after 25 years of living with Denise, Alex the ""gigolo"" gets fired without notice and finds himself on the street. Forced to move to his sister and his nephew of 10 years, he then has an obsession: find quickly a rich heiress.",0,94,
9487,512954,ru,?‘Ñ€?°Ñ‚ÑÅÑ‚????,7.79,5/10/2019,6.8,65,"['Drama', 'Action']",1988-1989. The end of the Soviet-Afghan war. The USSR begins its withdrawal from Afghanistan. Soviet General Vasiliev's son - a pilot named Alexander gets kidnapped by the mujahideen after his airplane crashes. As a result the 108th motorized infantry division's long awaited return home gets put on hold for one last mission: bring the General's son back. Based on true events the previously untold story of the courageous and tragic withdrawal campaign (through the Salang pass) reveals the danger the horror and the complexity of human nature during wartime.,731827,112,The War Is Over. Not Their Mission.
9503,459,de,Sissi - Schicksalsjahre einer Kaiserin,9.57,12/18/1957,7.3,256,"['Romance', 'Drama', 'History']",After a wonderful time in Hungary Sissi falls extremely ill and must retreat to a Mediterranean climate to rest. The young empressâ€™ mother takes her from Austria to recover in Madeira.,0,109,
9504,538751,ko,ì??ì™€í•‘ í•˜ëç˜ ë‚ ,10.668,7/10/2017,4.3,3,['Romance'],"Min-ho and Jeong-il end up working with each other's wives one day. As time passes, the men feel attracted physically to their friend's wives. In the end, Jeong-il suggests to Min-ho, ""Let's not take sides and just be happy as the four of us!"" They start swapping each other.",0,81,
9509,643236,fr,Rendez-vous chez les Malawas,10.094,12/25/2019,4.7,105,['Comedy'],"A news anchor, a comedian, an actress, and a soccer player with big egos have to travel across the globe to meet the Malawa tribe for a TV show.",0,92,
9511,383869,fr,Retour chez ma mÃ¨re,10.826,6/1/2016,5.7,404,['Comedy'],"At 40, Stephanie loses her job and is forced to move back in with her mother. She is welcomed with open arms to the joys of overheated apartment, Francis Cabrel playing on loop, Scrabble games and precious motherly advice on how to behave at the table and live her life.",0,97,
9513,814812,ru,?ŸÑ€???º?»ÑèÑ‚Ñ‹?? Ñ‡?¸?????????¸?º,6.269,6/24/2021,4.7,3,['Comedy'],"One of the deputies of a certain city, after the curse of the deprived old woman, becomes physiologically incapable of taking bribes.",0,0,
9522,20223,es,NiÃ±as Mal,10.299,3/9/2007,6.7,91,['Comedy'],A rebellious teen butts heads with the teachers at an all-girl charm school in Mexico City.,0,100,Good girls go to heaven. Bad girls go wherever they want.
9527,61202,hi,à?œà??à?¿à?¨à¥çà??à?—à¥€ à?¨à?? à?®à?¿à??à¥‡à?—à¥€ à??à¥‹à?¬à??à?°à??,9.57,7/15/2011,7.6,237,"['Drama', 'Comedy', 'Romance']","Three friends who were inseparable in childhood decide to go on a three-week-long bachelor road trip to Spain, in order to re-establish their bond and explore thrilling adventures, before one of them gets married. What will they learn of themselves and each other during the adventure?",160000000,166,Lets Make This The Most Memorable Road Trip Ever
9529,660120,no,Verdens verste menneske,10.442,10/13/2021,7.1,55,"['Comedy', 'Romance', 'Drama']","Chronicles four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",0,127,
9535,435800,zh,è¥¿æ¸¸Â·ä?èå?–ç¯‡,8.755,1/28/2017,6.1,56,"['Adventure', 'Fantasy', 'Action']","Tang Monk brings three disciples on a journey to the West. On the outside, everything seems harmonious. However, tension is present beneath the surface, and their hearts and minds are not in agreement. After a series of demon-capturing events, the monk and his disciples gain mutual understanding of each others' hardships and unease. Finally, they resolve their inner conflict and work together to become an all-conquering, demon-exorcising team.",731607,109,
9541,579828,ru,?????»ÑŒÑÅ?º?°Ñè ÑÅ???µÑ€Ñ…???»Ñƒ?±???º?°Ñè,9.865,11/4/2020,6.4,124,"['Horror', 'Science Fiction', 'Thriller']","The film is based on real events when, in the 1970s, the deepest well in the world with a depth of more than 12 thousand meters was drilled in Murmansk Region for research purposes. During drilling, seismic sensors began to pick up strange sounds, an explosion occurred that led to mystical events.",0,113,No light. No salvation.
9544,734322,fr,Les Animaux Anonymes,8.294,9/29/2021,4.5,1,"['Fantasy', 'Thriller']","The balance of power between man and animal is reversed. In a remote countryside, any encounter with the dominant can become hostile.  At the crossroads of fantastic and suspense kind, Anonymous Animals questions the place of animals in our societies.",0,64,
9547,286687,ko,í™”ë ?í•œ ì™¸ì¶œ,7.799,12/5/2013,6.5,16,"['Romance', 'Drama', 'Comedy']","Korea's most popular song writer Hee-soo (Kim Seon-yeong) runs into a nineteen-year-old boy in the elevator. Hee-soo is inspired by a new song watching him shake at her figure. She starts to tell him about women under the excuse that she's teaching him music. They fall for each other but things get complicated when her life teacher, Joon-ho who taught her about life and music comes back...",0,80,Every song needs inspiration
9555,449754,es,Las hijas de Abril,10.434,7/26/2017,5.9,37,['Drama'],"Valeria is 17 and pregnant. She lives in Puerto Vallarta with Clara, her half sister. Valeria has not wanted her long-absent mother, April, to find out about her pregnancy, but due to the economic strain and the overwhelming responsibility of having a baby in the house, Clara decides to call their mother. April arrives, willing to her daughters, but we soon understand why Valeria had wanted her to stay away.",0,103,A mother's love knows no limits.
9572,1628,fr,Jules et Jim,10.012,1/23/1962,7.7,691,"['Drama', 'Romance']","In the carefree days before World War I, introverted Austrian author Jules strikes up a friendship with the exuberant Frenchman Jim. Both men fall for the impulsive and beautiful Catherine, but it's Jules who wins her hand. After the war, Jim visits Jules, Catherine and their daughter in their Austrian home and discovers not only that his feelings for Catherine are unchanged, but also that they're reciprocated.",0,110,A Hymn to Life and Love
9574,19204,it,...E tu vivrai nel terrore! L'aldilÃ ,9.761,4/29/1981,6.8,371,['Horror'],"A young woman inherits an old hotel in Louisiana where, following a series of supernatural ""accidents"", she learns that the building was built over one of the entrances to Hell.",0,88,Beyond death... Beyond Evil... Beyond the dreaded gates of hell.
9578,11986,fr,37Â°2 le matin,8.061,4/9/1986,7.3,257,"['Drama', 'Romance']","Betty Blue, a mentally unbalanced and sexually aggressive free spirit who becomes involved with Zorg, a repairman moonlighting as a writer. The two engage in a variety of sexual encounters, and grow more passionate toward each other. Betty finds Zorgâ€™s book and is aggressively supportive; over time, but her instability catches up with her.",2003822,185,
9581,841281,es,El sexo me da risa 7,13.09,,5,1,[],,0,0,
9584,16729,it,Non ti muovere,8.061,3/12/2004,7.1,225,"['Drama', 'Romance']","While waiting for the brain surgery of his daughter Angela, victim of a motorcycle accident, the surgeon Timoteo recalls his torrid affair with and passion for Italia, a simple woman from slums in the periphery of the big city where he lives. The ghost of the beloved and sexual object of desire Italia chases him in his memories.",11837022,125,
9591,391907,ko,ëè™ê±°ìù˜ ëª©ì Å,8.157,3/7/2016,4,3,[],"Seung-gu and Yoon-hye enjoy the honeymoon. The photographer, Seung-gu, sells a glance with his senior cousin who is a neighbor cousin on his way to work. Yoon Hye, who has no hesitation in managing her body, goes to the gym for a workout and hears the breakup of Tae Joon, the PT in charge. Tae-jun, who was living in the girlfriend's house, is kicked out with a breakup, and to Tae-jun, where he can't go, Yoon-hye rents out a room for his newlyweds to cover the repair cost of the ride. Offer your own rent. And their purposeful cohabitation beginsâ€?",0,83,
9593,572151,ko,ê¸°ë¬˜í•œ ê°€ì¡±,7.816,2/13/2019,6.2,33,"['Comedy', 'Horror', 'Drama', 'Fantasy']","When a pharmaceutical company's illegal experiments inadvertently create a zombie, the strange Park family finds it and tries to profit from it.",0,112,
9597,613090,es,Vivir dos veces,10.58,9/6/2019,7.5,267,"['Comedy', 'Drama']",A retired academic teacher tries to find the love of his youth after being diagnosed with Alzheimer's.,368430,101,
9598,85545,fr,Elles,8.562,9/9/2011,5.4,127,['Drama'],A journalist tries to balance the duties of marriage and motherhood while researching a piece on college women who work as prostitutes to pay their tuition.,911466,96,The world's oldest profession still has its secrets.
9607,425298,da,Underverden,8.185,1/19/2017,6.1,79,"['Thriller', 'Action', 'Drama']","Zaid is a successful heart surgeon with an expensive apartment and pregnant girlfriend. One night he gets a visit from his brother Yasin, who is desperate for money, but he refuses. Soon after, Yasin is found beaten to death and Zaid is overcome with guilt. As guilt gives way to anger, Zaid becomes a masked avenger and takes on Copenhagen's criminal underworld in his quest for justice.",0,112,
9610,557132,ur,The Donkey King,10.311,10/13/2018,6.4,8,"['Animation', 'Comedy', 'Family']",A lion decides that a new king shall take on the reins of Azad Nagar when he retires. When he retires a donkey is chosen as the king of Azad Nagar.,0,85,
9611,452910,zh,æ‚Ÿç©ºä? ,12.316,7/13/2017,7.7,114,"['Fantasy', 'Action', 'Adventure']","The story tells the story of Sun Wukong and Erlang Shen, who come to the Immortal Mountain to cultivate their skills. They gain friendship, experience love and ultimately betrayal, growing throughout their life journey.",0,130,
9612,372782,zh,è¿?æç•,10.148,11/19/2017,5.7,86,"['Action', 'Thriller', 'Crime']","Accused of a murder he didn't commit, a prosecutor sets out on a mission to clear his name.",0,106,
9616,346354,es,Cerca de tu casa,11.315,9/9/2016,5.2,25,"['Drama', 'Music']","Three stories intertwine as different people deal with the challenges of living through times of crisis.  An evicted mother, a banker with a conscience and a police officer who has to do his job no matter what, sing and dance in this Brechtian musical drama about the economic crisis, peopleâ€™s struggle with daily life, solidarity and hope.",0,93,
9621,366514,fr,Un homme Ã  la hauteur,11.213,5/4/2016,6.1,595,"['Comedy', 'Romance', 'Drama']","Diane is a well-known lawyer, divorced for three years. She loses her mobile telephone and receives a call from the person who finds it. That person is Alexandre, a charming man and the perfect gentleman. They make a connection over the phone and agree to meet up the following day. But when Alexandre arrives, there's a surprise in store when Diane discovers he is only 4' 6"" tall. From that moment on, Diane tries to overcome the prejudices of society and her own fears to experience the best time of her life...",0,98,
9623,65632,it,La decima vittima,7.706,12/2/1965,6.8,114,"['Comedy', 'Drama', 'Science Fiction', 'Thriller']","In the near future, big wars are avoided by giving individuals with violent tendencies a chance to kill in the Big Hunt. The Hunt is the most popular form of entertainment in the world and also attracts participants who are looking for fame and fortune. It includes ten rounds for each competitor, five as the hunter and five as the victim.",0,92,It's the 21st century and they have a licence to kill.
9626,574376,es,Quien a hierro mata,9.827,8/30/2019,6.7,220,"['Drama', 'Thriller', 'Crime']","Mario, an exemplary man, lives in a village on the Galician coast. In the old peopleâ€™s home, where he works as a nurse, everyone appreciates him. When the best known narco in the area, Antonio PadÃ?n, recently released from prison, enters the residence, Mario tries to make Antonio feel at home.  Now, PadÃ?n's two sons, Kike and ToÃ±o, are in charge of the family business. The failure of an operation will put Kike in jail and cause them to owe a large debt to a Colombian supplier. ToÃ±o will turn to the nurse to try to convince his father to assume the debt. But Mario has his own plans.",2407571,107,
9629,390497,ko,í„°ë„ê,8.063,8/10/2016,7.3,379,"['Thriller', 'Drama', 'Action']","A man is on his way home when the poorly constructed tunnel he is driving through collapses, leaving him trapped leaving himself for the unexpected whilst emergency services struggle to help.",0,126,"When all collapsed, only hope remained."
9638,45958,es,Biutiful,8.756,10/20/2010,7.3,837,['Drama'],"This is a story of a man in free fall. On the road to redemption, darkness lights his way. Connected with the afterlife, Uxbal is a tragic hero and father of two who's sensing the danger of death. He struggles with a tainted reality and a fate that works against him in order to forgive, for love, and forever.",25147786,148,"You don't choose your family. We all belong to somebody, but to belong to Uxbal and Marambra, is both a blessing and a curse."
9647,27431,it,Il gatto a nove code,9.302,2/12/1971,6.6,267,"['Horror', 'Mystery', 'Thriller']","A reporter and a blind, retired journalist try to solve a series of murders. The crimes are connected to experiments by a pharmaceutical company in secret research. The two end up becoming targets of the killer.",1204739,112,Caught between the truth and a murderer's hand!
