sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
1770,778730,es,Loco por ella,35.245,2/26/2021,7.3,340,"['Comedy', 'Romance']","After a magical night together, Adri voluntarily turns himself into the psychiatric institution where Carla lives.",0,102,
1775,300168,zh,å?©å°‡é›„å¸«,39.421,2/19/2015,6.3,422,"['Action', 'Drama', 'Adventure']","Huo An, the commander of the Protection Squad of the Western Regions, was framed by evil forces and becomes enslaved. On the other hand, a Roman general escapes to China after rescuing the Prince. The heroic duo meet in the Western Desert and a thrilling story unfolds.",121545703,127,When the Eagle meets the Dragon
1780,701524,es,Una pelÃ?cula de policÃ?as,57.344,10/28/2021,7,9,['Documentary'],"This documentary walks the line between fact and fiction, delving into corruption in the Mexican police through the experiences of two officers.",0,107,
1783,79224,ko,ìµœì¢…ë?‘ê¸° í™œ,30.39,8/10/2011,7.1,175,"['Drama', 'Action', 'History', 'Thriller']","13 years after the King Injo Revolt, the Chosun Dynasty is attacked by the Chung Dynasty of China. A young man named Na-mi leaves his demolished village to find his young sister, Ja-in, and her finance Su-koon, who were to wed on the very day of the attack. While on his mission to rescue her, he is being traced by Jushinta, a fierce Chung Warrior, and his band of malicious men who are out to stop him. Na-mi has but a day to rescue his sister before she is taken away to be a slave. When Na-mi finally finds his sister, Jushinta comes between them and a fierce battle between two of the finest warriors unfolds.",49000000,122,"A hero is born, the legend begins"
1798,25259,es,7 minutos,39.041,6/12/2009,3.9,6,['Comedy'],"Â¿Bastan 7 minutos para enamorarse? Los protagonistas de esta comedia coral y romÃ¡ntica no lo tienen claro. Pero lo van a intentar. Por eso acuden a una sesiÃ?n de ""citas rÃ¡pidas"", encuentros entre hombres y mujeres que quieren conocer gente, huir de la soledad y encontrar el amor.En estas veladas, cada uno tiene siete minutos para hablar con cada una, y viceversa. Luego, todos se van a casa y votan por Internet a aquellas personas que les han gustado. Si el voto es coincidente, la empresa que organiza los encuentros remite a los interesados los e-mails respectivos, y a partir de ahÃ?, puede surgir o no una historia...",0,102,
1808,785537,tr,GeÃ§en Yaz,40.652,7/9/2021,5.8,31,"['Romance', 'Drama']","For Deniz, a 16-year-old teenager, this summer is different from the others. Deniz, who goes to his family's summer house every year, falls in love with a young girl named AslÄ±. Trying to get closer to AslÄ±, Deniz realizes that a handsome young man, Burak, also likes AslÄ±.",0,101,
1824,429,it,"Il buono, il brutto, il cattivo",42.433,12/23/1966,8.5,6218,['Western'],"While the Civil War rages between the Union and the Confederacy, three men â€“ a quiet loner, a ruthless hit man and a Mexican bandit â€“ comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",25118063,161,For three men the Civil War wasn't hell. It was practice.
1842,520725,fr,Le prince oubliÃ©,32.516,2/12/2020,5.8,266,"['Fantasy', 'Adventure', 'Comedy']","Djibi lives alone with Sofia, his 8-year-old daughter. Every night, he invents a story to put him to sleep. When Sofia falls asleep, these extraordinary stories come to life somewhere in an imaginary world inhabited by knights, pirates and other dragons. In this world that belongs only to them, Sofia is always the princess to save, and the brave Prince is none other than Djibi himself.  But 3 years later, the entry of Sofia to the college will mark the end of her childhood. To the despair of her father, she no longer needs her stories at night. On the one hand, Djibi will have to accept that his daughter will grow up and move away from him. On the other hand, in the World of Stories, the Prince will have to face the most epic of all his adventures. Find your destiny in a world where it no longer has a place.",0,101,
1843,369299,es,Â¿QuÃ© culpa tiene el niÃ±o?,37.745,5/13/2016,7.6,477,"['Comedy', 'Romance']","After a one-night stand results in pregnancy, a young woman decides to become partners with the emotionally immature father-to-be.",0,113,There are hangovers that last 9 months.
1848,479957,es,DesearÃ¡s al hombre de tu hermana,37.987,10/5/2017,5.8,104,"['Romance', 'Drama']","LucÃ?a and Ofelia, two sisters, finally meet after 7 years of cold relationships upon Lucia 's wedding. But when Juan, Lucia's husband, and Ofelia meet, they feel like a disruptive fantasy have enchanted their minds and bodies...",0,94,
1851,571627,ko,ì‚¬ì?ê,42.516,7/31/2019,6.7,172,"['Action', 'Horror']","After waking up with mysterious wounds on his hands, a champion fighter finds himself in an otherworldly battle against evil forces that wreak havoc in the human world.",11750306,129,Will you stand with good or evil?
1870,1417,es,El laberinto del fauno,38.466,8/25/2006,7.7,8520,"['Fantasy', 'Drama', 'War']","Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",83258226,118,What happens when make-believe believes it's real?
1873,397567,ko,ì‹ ê??í•¨ê»˜-ì£„ì™€ ë?Œ,34.421,12/14/2017,8.1,450,"['Drama', 'Fantasy', 'Action']","Having died unexpectedly, firefighter Ja-hong is taken to the afterlife by 3 afterlife guardians. Only when he passes 7 trials over 49 days and proves he was innocent in human life, heâ€™s able to reincarnate, and his 3 afterlife guardians are by his side to defend him in trial.",125983972,139,Fate continues even after death
1874,585381,es,Souvenir,32.232,3/4/2021,6.5,25,['Drama'],"The enigmatic Isabel decides to rent her belly to give birth to the baby of Sara and Joaquin, a possessive couple obsessed with the idea of starting a family.",0,113,
 Rose Namajunas vs. Zhang Weili (Strawweight),,,,,,,,,,,,
 Frankie Edgar vs. Marlon Vera (Bantamweight),,,,,,,,,,,,
 Shane Burgos vs. Billy Quarantillo (Featherweight),,,,,,,,,,,,
 Justin Gaethje vs. Michael Chandler (Lightweight),0,0,,,,,,,,,,
1877,818480,es,La Bruja,33.384,10/28/2021,2,1,"['Drama', 'Horror']",,0,0,
1881,692969,no,Kadaver,42.901,10/22/2020,5.6,410,"['Drama', 'Horror', 'Thriller']","In the aftermath of a nuclear disaster, a starving family find hope in a charismatic hotel owner. Lured by the prospect of a free dinner, they discover that the evening's entertainment blurs the lines between performance and reality. Will they wind up the spectators or the spectacle?",0,86,
1924,637920,tr,7. KoÄŸuÅŸtaki Mucize,39.576,10/10/2019,8.3,3772,"['Drama', 'Comedy', 'Family']","Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",19289062,132,
1927,180299,id,The Raid 2: Berandal,40.552,3/27/2014,7.6,1739,"['Action', 'Crime', 'Thriller']","After fighting his way through an apartment building populated by an army of dangerous criminals and escaping with his life, SWAT team member Rama goes undercover, joining a powerful Indonesian crime syndicate to protect his family and uncover corrupt members of his own force.",6566916,150,It's not over yet.
1930,121734,es,Las aventuras de Tadeo Jones,32.798,8/10/2012,6,392,"['Animation', 'Comedy', 'Adventure', 'Family']","Tad is a celebrity archaeologist and adventurer just like his hero Max Mordon... in his dreams! In reality, Tad is a Chicago construction worker. One day, however, he is mistaken for a real professor and takes his place on a flight to Peru in search of the lost city of Paititi.",23000000,90,"No whip, no gun... All fun!"
1932,513347,zh,è‚†å?èéù’æ˜¥,48.306,8/4/2018,6.8,430,"['Animation', 'Romance', 'Drama']","The rigorous city life of China, while bustling and unforgiving, contains the everlasting memories of days past. Three stories told in three different cities, follow the loss of youth and the daunting realization of adulthood.  Though reality may seem ever changing, unchangeable are the short-lived moments of one's childhood days. A plentiful bowl of noodles, the beauty of family and the trials of first love endure the inevitable flow of time, as three different characters explore the strength of bonds and the warmth of cherished memories. Within the disorder of the present world, witness these quaint stories recognize the comfort of the past, and attempt to revive the neglected flavors of youth.",496334,74,
1940,554590,es,Tod@s Caen,35.271,8/30/2019,7.8,391,['Comedy'],A pair of seducers try to prove who has the best techniques while trying not to fall in love with each other.,0,120,
1942,502581,pt,Nada a Perder,36.639,3/29/2018,5.5,71,['Drama'],"Authorized biopic of Brazilian evangelical bishop Edir Macedo, founder of the Universal Church of the Kingdom of God and owner of Record TV network. Based on a book trilogy of the same name, the movie tells the story of the self-made man who faced several moments of turbulence while pursuing his conviction.",0,130,Against all odds. For the good of all.
1943,372519,pt,Os Dez Mandamentos: O Filme,36.452,1/28/2016,7.3,220,['Drama'],Follows Moses leading and conducting the Hebrew people from the slavery of Egypt to the freedom towards the Promised Land according to the Ancient Testament Bible book of the Exodus. The story told like never before is faithful to the Scriptures.,37070177,120,
1948,266285,da,The Salvation,34.482,5/22/2014,6.4,626,"['Drama', 'Western']","In 1870s America, a peaceful American settler kills his family's murderer which unleashes the fury of a notorious gang leader. His cowardly fellow townspeople then betray him, forcing him to hunt down the outlaws alone.",1363964,92,Bad men will bleed.
1950,105379,hi,Blood Money,38.939,3/31/2012,6.1,7,"['Drama', 'Action', 'Thriller']","In South Africa, a young man living with his wife becomes embroiled in an illegal diamond business and with time finds his life changing.",0,110,Success comes at a price.
1956,116946,es,La llorona,32.131,6/20/2006,6.8,47,['Horror'],"On their way to Mexico, six students are stranded in a small town where years before a tragedy took place.",0,90,The Legend of La Llorona
1964,19173,es,Diario de una ninfÃ?mana,39.706,10/17/2008,5.6,214,"['Drama', 'Romance']","A chronicle of the life of a middle-class French girl's sexual adventures, her then fall into prostitution, and her ultimate redemption.",0,102,
1972,598,pt,Cidade de Deus,31.836,2/5/2002,8.4,5407,"['Drama', 'Crime']","BuscapÃ© was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes...",30641770,130,"If you run, you're dead... if you stay, you're dead again."
1999,8329,es,[REC],37.292,11/23/2007,7.2,3181,"['Horror', 'Mystery']",A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,32511655,78,One witness. One camera
2002,523536,da,Ternet Ninja,38.398,12/25/2018,7.4,121,"['Animation', 'Comedy', 'Adventure', 'Fantasy', 'Family']",A possessed Ninja doll teams up with a teenage boy to avenge the murder of a poor child factory worker.,0,81,
2010,785534,tr,KaÄŸÄ±ttan Hayatlar,28.938,3/12/2021,8.2,255,['Drama'],"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.",0,96,
2011,413518,it,Pinocchio,33.836,12/19/2019,6.6,1155,"['Fantasy', 'Adventure', 'Drama']","In this live-action adaptation of the beloved fairytale, old woodcarver Geppetto fashions a wooden puppet, Pinocchio, who magically comes to life. Pinocchio longs for adventure and is easily led astray, encountering magical beasts, fantastical spectacles, while making friends and foes along his journey. However, his dream is to become a real boy, which can only come true if he finally changes his ways.",17133446,125,The most beloved fairy tale comes to life.
2018,484641,fr,Anna,34.97,6/19/2019,6.7,1899,"['Thriller', 'Action']",Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,31626978,119,Never make the weapon the target
2019,683641,de,Je suis Karl,29.303,9/16/2021,5,12,['Drama'],"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",0,126,
2023,447377,ko,ê·?ì?¥íŒê ë ˆìù´ë””ë?„ê·¸: ë¯¸ëù?íÅ´ ì??í†?ìù˜ ë?„ë°€,44.384,1/25/2018,2,1,[],,0,80,
2033,579188,ko,ê°€ì?¥ ë?´í†µìù˜ ì—°ì• ,38.719,10/2/2019,7.3,21,"['Romance', 'Comedy']","Jae-hoon recently breaks up with his girlfriend and he still cannot give her up. Whenever he gets drunk, it has become a daily routine to call her and act out of drunkenness. On the other hand, Sun-young also decides to break up with his boyfriend. But she holds a grudge against him. For them, it seems that the beginning and the end of a love affair are both difficult. Can they overcome from the previous romance and start the new one?",0,115,"Those hurt in love, can they really start a true romance?"
2035,33542,cn,ç´…ç•ªåç€,29.813,1/21/1995,6.8,691,"['Crime', 'Action', 'Comedy', 'Thriller']","Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",32392047,104,No Fear. No Stuntman. No Equal.
2051,81481,ko,ëè„ê°€ë‹ˆ,29.716,9/22/2011,8.1,287,['Drama'],"Based on actual events that took place at Gwangju Inhwa School for the hearing-impaired, where young deaf students were the victims of repeated sexual assaults by faculty members over a period of five years in the early 2000s.",31500000,125,"The hideous truth, concealed far too long."
2058,77459,fr,Un monstre Ã  Paris,36.95,10/12/2011,6.8,960,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","Paris, 1910. Emile, a shy movie projectionist, and Raoul, a colourful inventor, find themselves embarked on the hunt for a monster terrorizing citizens. They join forces with Lucille, the big-hearted star of the Bird of Paradise cabaret, an eccentric scientist and his irascible monkey to save the monster, who turns out to be an oversized but harmless flea, from the city's ruthlessly ambitious police chief.",0,90,
2060,268690,es,La Leyenda de las Momias de Guanajuato,36.513,10/30/2014,7.7,84,"['Animation', 'Horror', 'Adventure', 'Comedy']",Leo San Juan returns to face the mummys,6300000,83,
2084,110552,th,à¸•à?‰à¸¡à¸¢à¸?à¸Åà¸¸à?‰à¸‡ 2,34.196,10/23/2013,5.9,182,['Action'],"Kham is the last in long line of guards who once watched over the King of Thailand's war elephants. Traditionally, only the perfect elephants could successfully help defend the throne, after his harrowing quest to retrieve the elephants, Kham returns to his village to live in peace. But for someone as good in martial arts as him, peace is but a wishful thought...",3302463,104,
2094,666624,it,Security,36.045,6/7/2021,5.8,110,['Thriller'],"After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies.",0,118,
2096,416194,no,Skjelvet,33.187,8/31/2018,6.8,486,"['Action', 'Thriller']","A geologist races against time to save his estranged wife and two children when a devastating earthquake strikes Oslo, Norway.",0,106,The Wave Was Only The Beginning
2099,681783,id,Nussa,33.959,10/14/2021,6.7,3,"['Animation', 'Family']","Planning to impress his father who is coming home after being abroad for a year, Nussa the smart 9-year-old kid participates in his schoolâ€™s science competition. But when he receives news that his father cancelled his trip home and is unable to attend the competition, and at the same time a new, smart student named Jonni quickly becomes his rival in the school's science competition, Nussa learns the true meaning of gratitude.",0,107,
2121,710871,th,à?‚à¸Åà¸ªà¸•à?Œà?Åà¸¥à?‡à¸?..à¸‰à¸µà¸Åà¸Åà¸?à¸—à¸”à¸¥à¸?à¸‡à¸œà¸µ,35.712,5/26/2021,6.4,82,"['Drama', 'Horror', 'Science Fiction', 'Thriller']","After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",0,117,
2127,570508,ko,ì?ùìù¸,39.533,2/13/2019,7.7,38,['Drama'],"An old man is found dead, and his housekeeper is charged with the murder. Her defense attorney is surprised to learn the only witness to the crime is a teenage girl with Aspergerâ€™s.",0,129,
2130,11770,cn,å°‘æ?—è¶?çêƒ,34.371,7/5/2001,7,1556,"['Action', 'Comedy']",A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,42776760,113,Get ready to kick some grass!
2131,812592,pt,Os SalafrÃ¡rios,25.383,4/28/2021,6.7,64,"['Comedy', 'Crime']","After a botched scam, ClÃ?vis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together.",0,94,
2132,635702,sr,?ˆÑƒ?¶???¸ ?’?µÑ‚?°Ñ€ 2: ?£?±Ñ€?·?°Ñ??µ,34.795,1/1/2021,9.3,4,"['Crime', 'Drama', 'Thriller']",Sequel to the movie South Wind.,0,0,
2143,453362,es,Los perros,40.297,10/12/2017,6,15,['Drama'],"Mariana, an upper-class Chilean, feels a strange attraction towards her riding teacher, Juan, a former colonel with a shady past.",0,94,
2148,571648,ko,ì§€í‘¸ëù?ê¸°ëù?ëè„ ì?¡ê?  ì‹¶ìù€ ì§êì??ë“?,37.856,2/19/2020,7.2,123,"['Mystery', 'Thriller', 'Crime', 'Comedy', 'Drama']","The destinies of hard-luck lowlifes slowly converge and come crashing down: Jung-man barely gets by working at a sauna and taking care of his sick mother until he finds a bag full of cash in the locker room; Tae-young is in trouble after his girlfriend runs away with the money he borrowed from a loan shark. Soon, a dead body mysteriously turns up; Mi-ran, caught between her husbandâ€™s violence and a dead-end job as a bar hostess, she finds a young lover, Jin-tae who offers to kill her husbandâ€? And now their dog-eat-dog game starts.",5707415,108,When it comes to money... trust no-one.
2150,467938,fr,Revenge,33.335,2/7/2018,6.4,1315,"['Action', 'Thriller', 'Horror']",Jen's romantic getaway with her wealthy married boyfriend is disrupted when his friends arrive for an impromptu hunting trip. Tension mounts at the house until the situation culminates in an unexpected way.,692079,109,Why do women always have to put up a fight?
2190,4552,ko,"ì?¥í™”, í™çë ¨",26.483,6/13/2003,7.1,791,"['Drama', 'Horror', 'Mystery']","A recently released patient from a mental institution returns home with her sister, only to face disturbing events between her stepmother and the ghosts haunting their house- all of which are connected to a dark past in the family's history.",0,115,Our sorrow was conceived long before our birth.
2194,16353,th,Ong Bak 2,34.729,12/4/2008,6.4,469,"['Adventure', 'Action', 'Thriller']",Moments from death a young man is rescued by a renowned warrior. Realizing unsurpassed physical potential in the young boy he trains him into the most dangerous man alive. As he becomes a young man he goes on a lone mission of vengeance against the vicious slave traders who enslaved him as a youth and the treacherous warlord who killed his father.,8936663,98,Warrior. Conqueror. Legend.
2203,38057,zh,å®ùè‘«è??ç?„ç§˜å¯†,37.398,6/29/2007,7.3,81,"['Drama', 'Family', 'Fantasy']","The Secret of the Magic Gourd follows the wondrous adventures of a young schoolboy named Wang Bao. When Wang Bao discovers a magical gourd that can instantly grant his every wish, the awkward child suddenly becomes a hero amongst his curious classmates. When the gourd proves more of a burden than a blessing and the boy decides to get rid of it, he quickly discovers that's easier said than done.",0,85,
2208,694256,it,Sulla stessa onda,33.037,3/25/2021,6.8,171,"['Drama', 'Romance']",A summer fling born under the Sicilian sun quickly develops into a heartbreaking love story that forces a boy and girl to grow up too quickly.,0,99,
2232,26338,fr,Romance,33.913,4/14/1999,5.4,159,"['Drama', 'Romance']","Although deeply in love with her boyfriend â€” and indeed sleeping in the same bed with him â€” a schoolteacher cannot handle the almost complete lack of intimacy he will allow. Increasingly frustrated, she gradually finds her sexual appetites leading her into ever more risky situations, including a developing one with the headmaster.",1314053,99,Love is desolate. Romance is temporary. Sex is forever.
2245,288905,es,Los viejos,27.688,10/8/2011,4,2,['Drama'],ToÃ±o sets off on a long journey back to his hometown in the south of Bolivia in attempt to reconcile with the past.,0,80,
2248,218454,es,Cementerio General,26.456,7/25/2013,6.6,36,['Horror'],"Set in Iquitos, the story follows Andrea (Airam Galliani), a 15-years-ago teenage girl, who suffers the death of his father. With the help of his friends from school, encourage her to contact him using the ouija. However, this triggers a series of terrifying events.",0,90,
2255,7347,pt,Tropa de Elite,35.559,10/12/2007,8.1,1644,"['Drama', 'Action', 'Crime']","In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.",14759148,115,On the streets of Rio only the elite survive
2266,609242,es,El robo del siglo,31.368,1/16/2020,7.9,566,"['Comedy', 'Thriller', 'Crime']","In 2006, a group of thieves performed what is considered one of the most famous and smart bank heists in the history of Argentina. How they robbed the Rio bank is as surprising as what happened afterwards. This is their story.",0,114,The Story Of The Theft That Made History
2279,382591,fr,Demain tout commence,26.029,12/7/2016,7.8,2613,"['Drama', 'Comedy']",A man without attachments or responsibilities suddenly finds himself with an abandoned baby and leaves for London to try and find the mother. Eight years later after he and his daughter become inseparable Gloria's mother reappears.,1447740,118,
2280,383785,zh,å?Ÿå?«ç‘œä??,26.579,1/27/2017,5.9,268,"['Comedy', 'Mystery', 'Action', 'Adventure']","Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai, and to a mountain temple in India.",254212245,107,
2282,734818,es,Un efecto Ã?ptico,26.835,3/26/2021,4.8,23,['Thriller'],"A couple from Burgos, Alfredo and Teresa, travel to New York where they intend to â€œswitch offâ€ù and do all of the things listed in the guidebook. But the moment they land, they start to notice signs, some subtle and others rather less so, that in fact theyâ€™re not in the city sold to them by the travel agency. So where are they?",0,78,
2284,153158,es,Metegol,34.569,7/18/2013,6.5,322,"['Animation', 'Adventure', 'Romance']","In the small village where Amadeo lives there is no one good enough to challenge his skills at Table Football. But, while Amadeo may be a genius as a table football player in real life he's a loser. He's in love with Lara, his childhood friend, but he's so shy that he can't bring himself to confess his love for her. So he just hangs out in his quaint, timeless village. When Amadeo beats the village bully Flash at Table Football. The scene is set for an epic rivalry. Consumed with anger Flash vows to get even and 10 years later he returns as an International Superstar, a Football Icon and Galatico determined to wreak his revenge.",34061097,106,There's only one team this summer.
2289,841297,es,Peligro en tu mirada,31.833,8/6/2021,7.1,36,"['Drama', 'Thriller']","A female photographer is coerced into spying on the affaire of a political candidate, becoming the sole witness of a crime of which he is falsely accused",0,0,
2290,337719,es,Pos eso,26.323,4/30/2015,6.1,17,"['Animation', 'Comedy', 'Horror']","Trini is the most famous flamingo dancer in the world and she has an envious life. Everyone loves her dancing, but when a seemingly innocuous domestic accident takes her husband's life, a deep depression falls over Trini forcing her to quit the stage. Damien's behaviour, her 8-year-old son, becomes uncontrollably forcing Trini to call upon doctor after doctor to provide relief. When no answers can be found, there is left only one possible explanation - Damien has been possessed by a dark spirit! Trini begins a desperate quest to repair her shattered family. This search eventually leads to a defrocked priest called Father Lenin whose own severe spiritual crisis may not bode well for what lays ahead. With no where to turn and all other hopes to save her shattered family exhausted, Trini must place her faith in a man whose faith is... questionable!",0,81,
2293,53932,es,Las edades de LulÃº,20.204,12/3/1990,6.4,159,['Drama'],"Fifteen-year-old Lulu has never known any affection from her family. But when she goes to a rock concert with Pablo, a friend of the family, he introduces Lulu to her first sexual experience. Years later, Pablo and Lulu have married; Pablo has created a sheltered, private world for Lulu, into which nothing intrudes. However, Lulu tires of her cloistered existence, and begins hanging out in shady bars, looking for vicarious thrills and danger.",0,95,A scorching Spanish sexual awakening.
2296,248509,de,Graf Porno und seine MÃ?dchen,34.476,1/18/1969,5.3,6,['Comedy'],A comedy directed by GÃ?nter Hendel.,0,83,
2301,422585,es,Historias de sexo,30.406,1/1/1999,5.9,4,['Drama'],,0,0,
2303,17111,th,à¸?à¸±à¸•à?€à¸•à¸?à¸£à?Œ à¸Åà¸”à¸•à¸´à¸”à¸§à¸´à¸çà¸çà¸?à¸“,27.529,9/9/2004,7.2,728,"['Fantasy', 'Horror', 'Mystery', 'Thriller']","A young photographer Thun and his girlfriend Jane discover mysterious shadows in their photographs after fleeing the scene of an accident. As they investigate the phenomenon, they find other photographs contain similar supernatural images, that Thun's best friends are being haunted as well, and Jane discovers that her boyfriend has not told her everything. It soon becomes clear that you can not escape your past.",0,97,The most terrifying images are the ones that are real.
2312,99005,es,Amando a Maradona,28.844,12/22/2005,6.2,11,['Documentary'],What do they have in common a boy playing in a field of Villa Fiorito and the owner of a bar in Naples? What do they have in common 500 people celebrating Christmas on October 30 and 25 football fans showing their tattoos? They are all loving Maradona.,0,75,
2324,82023,de,Hotel Desire,32.119,12/7/2011,5.7,64,"['Drama', 'Romance']","The story is about a woman who lives alone. Her son went to his father in another place. The first character is a maid in a hotel to serve the people. First, she got some serious problems in her job. She couldn't take care of both, her job and her son. Her supervisor solved some her problems because he was a good man and may like her. She was not rich and proud, she listened her colleague advice about sex because she didn't have sex for about seven years. She went accidentally to a room who a blind man is living. He was naked after a shower and he talked on his phone. after that, he looked for his socks but he touched the maid body that listened his conversation and be completely quiet. then they started to do sex.",0,38,
2370,388045,es,La Leyenda del Chupacabras,29.082,10/21/2016,7.3,102,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Horror']","Leo San Juan and his team of ""ghostbusters"" continue with their adventures, this time fighting against the mexican monster himself: ""El Chupacabras"".",0,81,
2386,128246,ko,ë?‘ëŒ€ì†Œë…„,28.396,10/31/2012,7.7,183,"['Romance', 'Fantasy']","An unexpected phone call brings an elderly woman to her childhood country cottage, and memories of an orphan boy she knew 47 years ago come flooding back to her.",0,122,Your hands are very warm.
2389,336882,no,BÃ¸lgen,30.888,8/28/2015,6.7,984,"['Action', 'Drama', 'Thriller']","Although theorised, no one is really ready when a mountain pass above the scenic and narrow Geiranger fjord in Norway collapses and creates a tsunami over 300 feet high. A geologist is one of those caught in the middle of it.",12975143,104,It was only a matter of time.
2394,449913,fr,Les Ã©ternels,26.192,4/25/2017,3.5,2,['Documentary'],"Human beings who have experienced such a strong shock that they are no longer even afraid of death (as it often happens to genocide survivors) sometimes fall into what is known as a feeling of timelessness or a â€œmelancholyâ€ù. They live somewhat â€œoutsideâ€ù time, a mode of extra-temporal existence, waiting for the day on which they will be freed from their suffering. It is the people â€” almost ghosts having survived the conflict in Nagorno-Karabakh between Armenians and Azerbaijani that has lasted for almost twenty years â€” that the filmmaker shows and listens to in his film. Behind them, behind their wandering bodies, behind their frenzies, is what remains of the collapse of the Soviet Union in Caucasus: ruins, uninhabited spaces, tombs, vestiges of war, trenches where soldiers watch for an invisible enemy.",0,75,
2399,360249,no,Birkebeinerne,30.379,2/12/2016,5.7,187,"['Action', 'Adventure', 'Drama', 'History']","Norway, 1204. A civil war between the birkebeiners â€”the king's menâ€” and the baglers â€”supporters of the Norwegian aristocracy and the Churchâ€” ravages the country. Two men must protect a baby, the illegitimate son of King HÃ¥kon, who will be the future king and peacemaker, from those who want to kill him.",0,100,A story of legendary bravery
2400,2330,fr,Taxi,37.62,4/8/1998,6.6,1798,"['Action', 'Comedy']","In Marseilles (France), skilled pizza delivery boy Daniel who drives a scooter finally has his dreams come true. He gets a taxi license. Caught by the police for a huge speed infraction, he will help Emilien, a loser inspector who can't drive, on the track of German bank robbers, so he doesn't lose his license and his dream job.",44500000,86,
2405,179053,nl,App,30.577,4/3/2013,5.1,57,['Thriller'],"A young psychology student is drawn into the dark and fearful world of a diabolic and mysterious App that starts to terrorize her, distributing compromising photographs, videos and text messages about herself and delves deeper and deeper into her personal life, flawlessly exposing all of her deepest secrets.",0,75,
2407,16306,fr,La PlanÃ¨te sauvage,31.051,12/1/1973,7.8,598,"['Animation', 'Science Fiction']","On the planet Ygam, the Draags, extremely technologically and spiritually advanced blue humanoids, consider the tiny Oms, human beings descendants of Terra's inhabitants, as ignorant animals. Those who live in slavery are treated as simple pets and used to entertain Draag children; those who live hidden in the hostile wilderness of the planet are periodically hunted and ruthlessly slaughtered as if they were vermin.",0,72,A sublime trip to a fine new world
2414,323372,es,El cadÃ¡ver de Anna Fritz,28.347,3/15/2015,6.9,429,"['Drama', 'Thriller']","Anna Fritz is a beautiful and famous actress. Suddenly her body is found in a hotel and the news of her death goes around the planet. The young, shy caretaker Pau works at the hospital where they carried the body of Anna Fritz. He and his friends  decide to take pictures of the body of Anna Fritz.  They decide they could make love to her and nobody would know. They are in front of Anna Fritz ... and can do with it what  they want.",0,76,
2430,714338,hi,Bulbbul,30.684,6/24/2020,6.7,69,"['Horror', 'Fantasy']","A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",0,94,
2433,80184,es,La cara oculta,35.078,9/16/2011,7.3,722,"['Thriller', 'Mystery']",A Spanish orchestra conductor deals with the mysterious disappearance of his girlfriend.,0,92,There are doors that should never be opened.
2449,265195,es,Relatos salvajes,26.8,8/21/2014,7.9,2462,"['Drama', 'Thriller', 'Comedy']",Six deadly stories that explore the extremities of human behaviour involving distressed people seeking revenge.,27007072,122,We can all lose control
2455,592508,hi,à?¸à¥‚à?°à¥çà?¯à?µà?‚à?¶à¥€,28.383,11/5/2021,4.7,5,"['Action', 'Drama', 'Crime']","Sooryavanshi follows DCP Veer Sooryavanshi, the Chief of Indiaâ€™s Anti-Terrorism Squad, as he attempts to protect Mumbai from one of the worst terror attacks in history. The Sooryavanshi character was announced towards the end of Simmba that served as an introduction of the film. Singham and Simmba in extended cameo appearances reprise their roles from the franchise's previous films.",0,145,Police is coming.
2475,394374,es,Al final del tÃºnel,29.266,4/21/2016,7.1,284,"['Crime', 'Thriller']",A paraplegic computer engineer that moves in a wheelchair and works in his basement starts hearing noises and voices of bank-robbers.,0,120,Risk everything.
