sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
210.00,32657,en,Percy Jackson & the Olympians: The Lightning Thief,172.953,2/1/2010,6.2,6008,"['Adventure', 'Fantasy', 'Family']","Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world."," $226,497,209.00 ",118,Worlds collide.
211.00,474350,en,It Chapter Two,165.741,9/4/2019,6.9,6418,"['Horror', 'Fantasy']","27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call."," $473,093,228.00 ",169,You'll Float Again
212.00,393345,en,Cult of Chucky,149.692,10/23/2017,5.8,800,"['Horror', 'Thriller']","Confined to an asylum for the criminally insane, Nica Pierce is convinced that she, not Chucky, murdered her entire family. But when the psychiatrist introduces a new therapeutic ""Good Guy"" doll with a familiar face, a string of new, grisly deaths leads Nica to wonder if she isn't crazy after all."," $2,200,000.00 ",91,You may feel a little prick
215.00,590706,en,Jiu Jitsu,165.469,11/20/2020,5.1,445,"['Fantasy', 'Action', 'Science Fiction']","Every six years, an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. But when a celebrated war hero goes down in defeat, the fate of the planet and mankind hangs in the balance."," $99,924.00 ",102,"From the darkness, the ultimate fighter rises."
218.00,675,en,Harry Potter and the Order of the Phoenix,175.883,6/28/2007,7.7,15479,"['Adventure', 'Fantasy', 'Mystery']","The rebellion begins! Lord Voldemort has returned, but the Ministry of Magic is doing everything it can to keep the wizarding world from knowing the truth É?? including appointing Ministry official Dolores Umbridge as the new Defence Against the Dark Arts professor at Hogwarts. When Umbridge refuses to teach practical defensive magic, Ron and Hermione convince Harry to secretly train a select group of students for the wizarding war that lies ahead. A terrifying showdown between good and evil awaits in this enthralling film version of the fifth novel in J.K. RowlingÉ??s Harry Potter series. Prepare for battle!"," $938,212,738.00 ",138,Evil Must Be Confronted.
222.00,91314,en,Transformers: Age of Extinction,166.524,6/25/2014,5.9,6392,"['Science Fiction', 'Action', 'Adventure']","As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs."," $1,104,000,000.00 ",165,This is not war. It's extinction.
223.00,848932,en,á˝?ä?˝ë?ÒÑ??Ü??á?ˇá??,169.603,7/6/2021,4.5,2,['Romance'],"The male lead is the king of a small island nation. He was previously badly hurt by the female lead. The female lead has a canine tooth that makes her look extremely captivating when she smiles. When the female lead vanished, the male lead became extremely fond of sleeping because he did not want to miss her. As fate would have it, the male lead married the female lead in the end. He decided to properly torment that adorable yet horrible woman for a while", $-   ,77,Why Women Cheat
224.00,4564,en,Sex and the City,147.048,5/12/2008,6.6,1703,"['Comedy', 'Drama', 'Romance']",A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.," $415,252,786.00 ",145,Get Carried away.
226.00,347626,en,He's All That,176.343,8/27/2021,6.9,679,"['Comedy', 'Romance']","To get revenge on her ex-boyfriend, an influencer attempts to transform an unpopular classmate into prom king.", $-   ,91,It's his turn for a makeover.
227.00,862,en,Toy Story,153.86,10/30/1995,8,14635,"['Animation', 'Adventure', 'Family', 'Comedy']","Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences."," $373,554,033.00 ",81,NA
229.00,10358,en,Zack and Miri Make a Porno,127.583,9/18/2008,6.3,1757,['Comedy'],"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought."," $42,105,111.00 ",102,What would you do to get out of debt?
230.00,330457,en,Frozen II,166.097,11/20/2019,7.3,7740,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']","Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom."," $1,450,026,933.00 ",103,The past is not what it seems.
231.00,4247,en,Scary Movie,143.834,7/7/2000,6.3,5152,['Comedy'],"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!"," $278,019,771.00 ",88,No mercy. No shame. No sequel.
232.00,10138,en,Iron Man 2,177.523,4/28/2010,6.8,16914,"['Adventure', 'Action', 'Science Fiction']","With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances É?? and confront powerful enemies."," $623,933,331.00 ",124,"It's not the armor that makes the hero, but the man inside."
233.00,122917,en,The Hobbit: The Battle of the Five Armies,149.368,12/10/2014,7.3,11435,"['Action', 'Adventure', 'Fantasy']","Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands."," $956,019,788.00 ",144,Witness the defining chapter of the Middle-Earth saga
235.00,293660,en,Deadpool,139.535,2/9/2016,7.6,25733,"['Action', 'Adventure', 'Comedy']","Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life."," $783,100,000.00 ",108,Witness the beginning of a happy ending
237.00,808023,en,The Virtuoso,143.514,4/30/2021,6.3,196,"['Thriller', 'Action', 'Crime']",A lonesome stranger with nerves of steel must track down and kill a rogue hitman to satisfy an outstanding debt. But the only information he's been given is a time and location where to find his quarry. No name. No description. Nothing., $-   ,105,Every betrayal begins with trust.
238.00,335797,en,Sing,154.993,11/23/2016,7.1,6280,"['Family', 'Animation', 'Music', 'Comedy', 'Drama']",A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.," $634,151,679.00 ",108,Auditions begin 2016.
239.00,646207,en,The Ice Road,151.124,6/24/2021,7.2,730,"['Action', 'Adventure', 'Drama', 'Thriller']","After a remote diamond mine collapses in far northern Canada, an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners."," $2,147,110.00 ",108,This mission is on thin ice.
240.00,723072,en,Host,143.281,12/4/2020,6.6,424,"['Horror', 'Thriller', 'Mystery']","Six friends hire a medium to hold a s??ance via Zoom during lockdown É?? but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their homes, they begin to realize they might not survive the night."," $26,745.00 ",57,Someone new has joined the meeting.
241.00,99861,en,Avengers: Age of Ultron,139.577,4/22/2015,7.3,18757,"['Action', 'Adventure', 'Science Fiction']","When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and EarthÉ??s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure."," $1,405,403,694.00 ",141,A New Age Has Come.
242.00,553604,en,Honest Thief,141.884,9/3/2020,6.5,1124,"['Thriller', 'Action', 'Crime', 'Drama']","A bank robber tries to turn himself in because he's falling in love and wants to live an honest life...but when he realizes the Feds are more corrupt than him, he must fight back to clear his name."," $29,404,235.00 ",99,Never steal a man's second chance.
243.00,591273,en,Fear Street: 1994,137.655,6/28/2021,6.8,1226,"['Horror', 'Mystery']","In 1994, a group of teenagers discovers that the terrifying events which have haunted their town for generations É??are all connected É?? and that they may be the next targets.", $-   ,107,Face the evil.
244.00,743439,en,PAW Patrol: Jet to the Rescue,157.469,12/2/2021,0,0,"['Family', 'Animation']","Get ready to zoom back to Barkingburg with the pups in this all-new TV movie! When the scheming DUKE of Flappington steals a powerful levitation gem from the royal castle, itÉ??s up to the PAW Patrol to jet to the rescue before the town is lost forever! Then join the PAW Patrol in even more high-flying adventures where they will save a stunt pilot, one of Mayor HumdingerÉ??s kittens, and even Skye when she breaks her wing flying to JakeÉ??s Mountain!", $-   ,56,NA
245.00,607259,en,Fatherhood,140.428,6/18/2021,7.7,859,"['Drama', 'Family', 'Comedy']","A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story.", $-   ,109,"In it, together."
247.00,384018,en,Fast & Furious Presents: Hobbs & Shaw,145.33,8/1/2019,6.9,5417,"['Action', 'Adventure', 'Comedy']","Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him."," $760,098,996.00 ",137,NA
248.00,14869,en,G.I. Joe: The Rise of Cobra,146.299,8/3/2009,5.7,3738,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos."," $302,469,017.00 ",118,"When all else fails, they don't."
249.00,811367,en,22 vs. Earth,157.116,4/30/2021,7.1,218,"['Family', 'Comedy', 'Fantasy', 'Animation']","Set before the events of É??SoulÉ??, 22 refuses to go to Earth, enlisting a gang of 5 new souls in attempt of rebellion. However, 22É??s subversive plot leads to a surprising revelation about the meaning of life.", $-   ,9,NA
252.00,324857,en,Spider-Man: Into the Spider-Verse,162.399,12/6/2018,8.4,10126,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Comedy']","Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension."," $375,540,831.00 ",117,More Than One Wears the Mask
253.00,72331,en,Abraham Lincoln: Vampire Hunter,153.492,6/20/2012,5.7,2625,"['Action', 'Fantasy', 'Horror']","President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers."," $116,471,580.00 ",94,Are you a patriot or a vampire?
254.00,583081,en,Warning,145.949,10/22/2021,5.9,36,"['Science Fiction', 'Thriller', 'Drama']","Loneliness, death and the meaning of life, explored through vastly separate lives colliding in interweaving short stories set in future Earth.", $-   ,85,We have lost CTRL.
255.00,741074,en,Once Upon a Snowman,164.474,10/23/2020,6.9,388,"['Animation', 'Family', 'Comedy', 'Fantasy']","The previously untold origins of Olaf, the innocent and insightful, summer-loving snowman are revealed as we follow OlafÉ??s first steps as he comes to life and searches for his identity in the snowy mountains outside Arendelle.", $-   ,7,Every snowman starts somewhere.
256.00,39254,en,Real Steel,151.173,9/28/2011,6.9,6312,"['Action', 'Science Fiction', 'Drama']","Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender."," $299,268,508.00 ",127,"If you get one shot, make it real."
257.00,136797,en,Need for Speed,112.352,3/12/2014,6.3,3404,"['Action', 'Crime', 'Drama', 'Thriller']","The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles."," $203,277,636.00 ",132,For honor. For love. For redemption.
258.00,138843,en,The Conjuring,129.537,3/20/2013,7.5,8829,"['Horror', 'Thriller']","Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives."," $319,494,638.00 ",112,Based on the true case files of the Warrens
259.00,10196,en,The Last Airbender,133.331,6/30/2010,4.7,3093,"['Action', 'Adventure', 'Fantasy']","The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations."," $319,713,881.00 ",103,"Four nations, one destiny."
260.00,602734,en,Spiral: From the Book of Saw,143.703,5/12/2021,6.3,930,"['Horror', 'Crime', 'Mystery']","Working in the shadow of an esteemed police veteran, brash Detective Ezekiel É??ZekeÉ?ù Banks and his rookie partner take charge of a grisly investigation into murders that are eerily reminiscent of the cityÉ??s gruesome past.  Unwittingly entrapped in a deepening mystery, Zeke finds himself at the center of the killerÉ??s morbid game."," $36,544,468.00 ",93,NA
261.00,43347,en,Love & Other Drugs,130.559,11/22/2010,7,3969,"['Drama', 'Comedy', 'Romance']","Maggie is an alluring free spirit who won't let anyone É?? or anything É?? tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love."," $102,820,008.00 ",112,Addicted to one-night stands or dependent on one another?
262.00,214756,en,Ted 2,143.756,6/25/2015,6.3,5903,['Comedy'],"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law."," $215,863,606.00 ",115,"Ted is coming, again."
263.00,18785,en,The Hangover,139.259,6/2/2009,7.3,13819,['Comedy'],"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug É?? who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time."," $469,310,836.00 ",100,Some guys just can't handle Vegas.
264.00,27578,en,The Expendables,131.546,8/3/2010,6.2,6202,"['Thriller', 'Adventure', 'Action']","Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city."," $274,470,394.00 ",103,Choose Your Weapon.
265.00,68726,en,Pacific Rim,135.647,7/11/2013,6.8,10092,"['Action', 'Science Fiction', 'Adventure']","A ragtag band of humans band together in the year 2025 to fight legions of monstrous creatures rising from the sea. Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes -- a washed up former pilot and an untested trainee -- who now stand as earth's final hope against the mounting apocalypse."," $407,602,906.00 ",131,"To Fight Monsters, We Created Monsters"
266.00,27205,en,Inception,144.741,7/15/2010,8.3,30184,"['Action', 'Science Fiction', 'Adventure']","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious."," $825,532,764.00 ",148,Your mind is the scene of the crime.
267.00,9479,en,The Nightmare Before Christmas,136.45,10/9/1993,7.8,7112,"['Fantasy', 'Animation', 'Family']","Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans."," $75,634,409.00 ",76,"This is Halloween, everybody make a scene!"
268.00,24418,en,Cirque du Freak: The Vampire's Assistant,145.311,10/23/2009,5.7,838,"['Adventure', 'Fantasy', 'Action', 'Thriller']","Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do, and together they go to ""Cirque du Freak"" where they see many strange acts including a wolf-man and a bearded lady"," $28,169,671.00 ",109,Meet Darren. He's sixteen going on immortal.
270.00,11249,en,Seed of Chucky,124.59,11/11/2004,5.4,1085,"['Horror', 'Comedy', 'Thriller']","Chucky and Tiffany are resurrected by their innocent son, Glen, and hit Hollywood, where a movie depicting the killer dolls' murder spree is underway."," $24,829,644.00 ",87,Fear The Second Coming
271.00,590995,en,The Craft: Legacy,214.36,10/28/2020,6.4,475,"['Horror', 'Drama', 'Fantasy']",An eclectic foursome of aspiring teenage witches get more than they bargained for as they lean into their newfound powers., $-   ,94,Let the ritual begin
273.00,10585,en,Child's Play,139.534,11/8/1988,6.6,2030,['Horror'],"A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed by the soul of a serial killer."," $44,196,684.00 ",87,No one believes the truth...or lives to tell it.
274.00,585,en,"Monsters, Inc.",155.086,11/1/2001,7.8,14785,"['Animation', 'Comedy', 'Family']","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world."," $562,816,256.00 ",92,We Scare Because We Care.
275.00,57214,en,Project X,132.264,3/1/2012,6.8,4826,['Comedy'],"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.", $-   ,88,Witness it
276.00,769749,en,Finding You,141.589,5/13/2021,6.4,23,"['Romance', 'Drama']","Finley, a talented aspiring violinist, meets Beckett, a famous young movie star, on the way to her college semester abroad program in a small coastal village in Ireland. An unexpected romance emerges as the heartthrob Beckett leads the uptight Finley on an adventurous reawakening, and she emboldens him to take charge of his future, until the pressures of his stardom get in the way.", $-   ,119,Trust the journey.
277.00,412656,en,Chaos Walking,130.785,2/24/2021,6.8,1346,['Science Fiction'],"Two unlikely companions embark on a perilous adventure through the badlands of an unexplored planet as they try to escape a dangerous and disorienting reality, where all inner thoughts are seen and heard by everyone.", $-   ,109,No one escapes the noise.
278.00,1865,en,Pirates of the Caribbean: On Stranger Tides,164.123,5/14/2011,6.5,11352,"['Adventure', 'Action', 'Fantasy']","Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past."," $1,045,713,802.00 ",137,Live Forever Or Die Trying.
279.00,8587,en,The Lion King,135.559,6/23/1994,8.3,14586,"['Family', 'Animation', 'Drama']","A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?"," $763,455,561.00 ",89,Life's greatest adventure is finding your place in the Circle of Life.
280.00,72190,en,World War Z,118.892,6/20/2013,6.8,12458,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']","Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls."," $531,865,000.00 ",116,Remember Philly!
281.00,333339,en,Ready Player One,130.46,3/28/2018,7.6,12141,"['Science Fiction', 'Adventure', 'Action']","When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune."," $582,890,172.00 ",140,A better reality awaits.
282.00,301528,en,Toy Story 4,123.399,6/19/2019,7.6,7466,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy', 'Drama']","Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy."," $1,073,394,593.00 ",100,Get Ready to Hit the Road
283.00,400155,en,Hotel Transylvania 3: Summer Vacation,133.111,6/28/2018,6.9,3332,"['Family', 'Fantasy', 'Comedy', 'Animation']","Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the shipÉ??s captain, Ericka, whoÉ??s secretly a descendant of Abraham Van Helsing, the notorious monster slayer."," $528,600,000.00 ",97,Family vacation. It will suck the life out of you.
284.00,216015,en,Fifty Shades of Grey,141.527,2/11/2015,5.9,9860,"['Drama', 'Romance', 'Thriller']","When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure."," $571,006,128.00 ",125,Are you curious?
285.00,34851,en,Predators,131.253,7/3/2010,6.2,2963,"['Science Fiction', 'Action', 'Thriller']",A group of cold-blooded killers find themselves trapped on an alien planet to be hunted by extraterrestrial Predators.," $127,233,108.00 ",107,The hunt is on.
286.00,38575,en,The Karate Kid,133.142,6/10/2010,6.5,4653,"['Action', 'Adventure', 'Drama', 'Family']","Twelve-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life."," $359,126,022.00 ",140,A Challenge He Never Imagined. A Teacher He Never Expected.
287.00,630586,en,Wrong Turn,120.944,1/26/2021,6.1,583,"['Horror', 'Thriller']","Jen and a group of friends set out to hike the Appalachian Trail. Despite warnings to stick to the trail, the hikers stray off courseÉ??and cross into land inhabited by The Foundation, a hidden community of mountain dwellers who use deadly means to protect their way of life."," $3,777,969.00 ",110,This land is their land.
289.00,228150,en,Fury,142.06,10/15/2014,7.5,9440,"['War', 'Drama', 'Action']","In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany."," $211,817,906.00 ",135,War never ends quietly.
292.00,730840,en,Trollhunters: Rise of the Titans,130.153,7/21/2021,8,196,"['Animation', 'Fantasy', 'Family', 'Action', 'Adventure', 'Science Fiction']","Arcadia may look like an ordinary town, but it lies at the center of magical and mystical lines that makes it a nexus for many battles among otherworldly creatures, including trolls, aliens, and wizards. Now, various heroes will team-up in an epic adventure where they must fight the Arcane Order for control over the magic that binds them all together.", $-   ,106,They will rise.
293.00,340102,en,The New Mutants,127.816,8/26/2020,6.3,2383,"['Horror', 'Science Fiction']","Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves."," $45,534,613.00 ",94,It's time to face your demons.
294.00,808,en,Shrek,144.217,5/18/2001,7.7,13065,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']","It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey."," $487,853,320.00 ",90,The greatest fairy tale never told.
296.00,716594,en,No Man of God,131.981,8/19/2021,6.9,77,"['Crime', 'Drama', 'History']",The complicated relationship that formed between the FBI analyst Bill Hagmaier and serial killer Bundy during Bundy's final years on death row., $-   ,100,NA
297.00,98566,en,Teenage Mutant Ninja Turtles,121.653,8/7/2014,5.9,5622,"['Science Fiction', 'Action', 'Adventure', 'Comedy']","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home."," $477,200,000.00 ",101,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.
298.00,578701,en,Those Who Wish Me Dead,130.33,5/5/2021,7,925,['Thriller'],"A young boy finds himself pursued by two assassins in the Montana wilderness, with a survival expert determined to protect him, and a forest fire threatening to consume them all."," $23,384,502.00 ",100,Nature finds a way.
299.00,854535,en,The Legacy of Chucky,114.749,7/25/2021,5.4,5,"['Horror', 'Documentary']","A celebration of the 30+ year legacy of the ChildÉ??s Play franchise and iconic character, Chucky, with never-before-seen interviews with franchise creator and actors.", $-   ,14,NA
301.00,14161,en,2012,135.783,10/10/2009,5.8,9992,"['Action', 'Adventure', 'Science Fiction']","Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world."," $791,217,826.00 ",158,We Were Warned.
302.00,3933,en,Corpse Bride,120.776,9/12/2005,7.5,6743,"['Romance', 'Fantasy', 'Animation']","Set in a 19th-century european village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living."," $118,090,836.00 ",77,There's been a grave misunderstanding.
303.00,44571,en,The King of Fighters,119.792,8/26/2010,4.7,89,"['Action', 'Thriller', 'Science Fiction']","The King of Fighters movie will introduce a new science fiction spin into the setting established in the games universe by following the surviving members of three legendary fighting clans who are continually whisked away to other dimensions by an evil power. As the fighters enter each new world they battle that universes native defenders, while the force that brought them seeks to find a way to invade and infect our world."," $2,000,371.00 ",93,A tournament of legends.
305.00,775996,en,Outside the Wire,132.287,1/15/2021,6.4,1323,"['Thriller', 'Action', 'Science Fiction']","In the near future, a drone pilot is sent into a deadly militarized zone and must work with an android officer to locate a doomsday device.", $-   ,116,Defiant by design.
306.00,438695,en,Sing 2,117.07,12/2/2021,0,0,"['Family', 'Comedy', 'Animation', 'Drama', 'Music']","Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.", $-   ,112,Where will your dreams take you?
307.00,425909,en,Ghostbusters: Afterlife,147.716,11/11/2021,7.9,5,"['Comedy', 'Fantasy']","When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.", $-   ,124,Uncover the past. Protect the future.
308.00,878231,en,The Secret Lives of College Freshmen,127.76,9/24/2021,2,1,"['TV Movie', 'Thriller']","A college freshman moves into the perfect dorm on campus, but soon discovers the previous resident died under mysterious circumstances. Believing the girl was murdered, she tries to uncover the identity of the killer before it's too late.", $-   ,0,NA
309.00,10195,en,Thor,136.338,4/21/2011,6.8,17242,"['Adventure', 'Fantasy', 'Action']","Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth."," $449,326,618.00 ",115,Two worlds. One hero.
