sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
0.00,580489,en,Venom: Let There Be Carnage,5401.308,9/30/2021,6.8,1736,"['Science Fiction', 'Action', 'Adventure']","After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady."," $424,000,000.00 ",97,NA
1.00,524434,en,Eternals,3365.535,11/3/2021,7.1,622,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']","The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankindÉ??s most ancient enemy, the Deviants."," $165,000,000.00 ",157,In the beginning...
2.00,438631,en,Dune,2911.423,9/15/2021,8,3632,"['Action', 'Adventure', 'Science Fiction']","Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive."," $331,116,356.00 ",155,"Beyond fear, destiny awaits."
3.00,796499,en,Army of Thieves,2552.437,10/27/2021,6.9,555,"['Action', 'Crime', 'Thriller']",A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse., $-   ,127,"Before Vegas, one locksmith became a legend."
4.00,550988,en,Free Guy,1850.47,8/11/2021,7.8,3493,"['Comedy', 'Action', 'Adventure', 'Science Fiction']",A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.," $331,096,766.00 ",115,Life's too short to be a background character.
5.00,574060,en,Gunpowder Milkshake,1453.423,7/14/2021,6.5,347,"['Action', 'Thriller', 'Crime']","In her turbulent life as a professional assassin, Sam has no choice but to go rogue to save the life of an innocent 8-year-old girl in the middle of the gang war she has unleashed."," $344,931.00 ",114,Revenge is best served ice cold.
6.00,335983,en,Venom,1212.352,9/28/2018,6.8,12126,"['Science Fiction', 'Action']","Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own."," $855,013,954.00 ",112,The world has enough Superheroes.
7.00,610253,en,Halloween Kills,1023.024,10/14/2021,7,1134,"['Horror', 'Thriller']","Minutes after Laurie Strode, her daughter Karen and granddaughter Allyson left masked monster Michael Myers caged and burning in Laurie's basement, Laurie is rushed to the hospital with life-threatening injuries, believing she finally killed her lifelong tormentor. But when Michael manages to free himself from Laurie's trap, his ritual bloodbath resumes. As Laurie fights her pain and prepares to defend herself against him, she inspires all of Haddonfield to rise up against their unstoppable monster. The Strode women join a group of other survivors of Michael's first rampage who decide to take matters into their own hands, forming a vigilante mob that sets out to hunt Michael down, once and for all."," $118,852,075.00 ",105,Evil dies tonight.
9.00,768449,en,American Badger,1148.822,3/5/2021,6.3,14,"['Action', 'Thriller']","A seemingly cold-blooded hitman is assigned to befriend a call girl, but all hell breaks loose when he is assigned to kill her.", $-   ,88,Justice Before Redemption
10.00,639721,en,The Addams Family 2,1031.821,10/1/2021,7.4,562,"['Animation', 'Comedy', 'Family']",The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.," $93,258,233.00 ",93,Unhappy to see you again.
12.00,566525,en,Shang-Chi and the Legend of the Ten Rings,1327.18,9/1/2021,7.7,1414,"['Action', 'Adventure', 'Fantasy']",Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.," $427,480,601.00 ",132,You can't outrun your destiny.
13.00,568620,en,Snake Eyes: G.I. Joe Origins,1052.222,7/22/2021,6.9,786,"['Action', 'Adventure']","After saving the life of their heir apparent, tenacious loner Snake Eyes is welcomed into an ancient Japanese clan called the Arashikage where he is taught the ways of the ninja warrior. But, when secrets from his past are revealed, Snake Eyes' honor and allegiance will be tested É?? even if that means losing the trust of those closest to him."," $36,964,325.00 ",121,Every warrior has a beginning.
14.00,630004,en,The Vault,1046.86,3/3/2021,7.1,392,"['Crime', 'Action', 'Thriller']","When an engineer learns of a mysterious, impenetrable fortress hidden under The Bank of Spain, he joins a crew of master thieves who plan to steal the legendary lost treasure locked inside while the whole country is distracted by Spain's World Cup Final. With thousands of soccer fans cheering in the streets, and security forces closing in, the crew have just minutes to pull off the score of a lifetime.", $-   ,118,No job is impossible.
15.00,672582,en,The Deep House,848.536,6/30/2021,5.5,112,['Horror'],"While diving in a remote French lake, a couple of YouTubers who specialize in underwater exploration videos discover a house submerged in the deep waters. What was initially a unique finding soon turns into a nightmare when they discover that the house was the scene of atrocious crimes. Trapped, with their oxygen reserves falling dangerously, they realize the worst is yet to come: they are not alone in the house.", $-   ,85,Breathe while you still can.
17.00,675319,en,Zone 414,797.785,9/3/2021,5.8,86,"['Science Fiction', 'Thriller', 'Mystery']","In the near future on a colony of state-of-the-art robots, a private investigator is hired by the colony's creator to bring his missing daughter home.", $-   ,98,What hides in the city of robots?
19.00,645788,en,The Prot??g??,832.048,8/19/2021,6.8,330,"['Action', 'Crime', 'Thriller']","Rescued as a child by the legendary assassin Moody and trained in the family business, Anna is the worldÉ??s most skilled contract killer. When Moody, the man who was like a father to her and taught her everything she needs to know about trust and survival, is brutally killed, Anna vows revenge. As she becomes entangled with an enigmatic killer whose attraction to her goes way beyond cat and mouse, their confrontation turns deadly and the loose ends of a life spent killing will weave themselves ever tighter."," $8,115,215.00 ",109,"Wherever you run, the past follows..."
23.00,436969,en,The Suicide Squad,807.497,7/28/2021,7.8,4695,"['Action', 'Adventure', 'Fantasy']","Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese."," $167,381,210.00 ",132,They're dying to save the world.
24.00,703771,en,Deathstroke: Knights & Dragons - The Movie,787.704,8/4/2020,7,294,"['Animation', 'Action', 'Adventure', 'Science Fiction']",The assassin Deathstroke tries to save his family from the wrath of H.I.V.E. and the murderous Jackal., $-   ,87,Never give a paid killer a reason to work for free
25.00,459151,en,The Boss Baby: Family Business,761.177,7/1/2021,7.7,1582,"['Animation', 'Comedy', 'Adventure', 'Family']",The Templeton brothers É?? Tim and his Boss Baby little bro Ted É?? have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again É?? and inspire a new family business.," $112,000,000.00 ",107,Playtime is over.
26.00,820511,en,Ripper Untold,678.956,6/28/2021,6.5,47,['Horror'],A detective and a medical examiner join forces to solve a series of horrific murders in Victorian London - but one of them harbours a deadly secret., $-   ,85,"1888, a bloodbath in Whitechapel. No one is safe."
28.00,385128,en,F9,701.647,5/19/2021,7.4,4302,"['Action', 'Crime', 'Thriller']",Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.," $721,077,945.00 ",143,Justice is coming.
29.00,451048,en,Jungle Cruise,683.909,7/28/2021,7.8,3111,"['Adventure', 'Fantasy', 'Comedy', 'Action']","Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal É?? a discovery that will change the future of medicine."," $213,644,366.00 ",127,NA
30.00,508943,en,Luca,639.636,6/17/2021,8,5020,"['Animation', 'Comedy', 'Family', 'Fantasy']",Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the waterÉ??s surface.," $49,010,641.00 ",95,NA
32.00,497698,en,Black Widow,624.488,7/7/2021,7.7,5823,"['Action', 'Adventure', 'Science Fiction']","Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger."," $378,328,978.00 ",134,Her world. Her secrets. Her legacy.
33.00,760195,en,Separation,557.939,4/30/2021,6,77,['Horror'],A young girl finds solace in her artist father and the ghost of her dead mother., $-   ,107,It won't let go.
34.00,675445,en,PAW Patrol: The Movie,596.854,8/9/2021,7.7,660,"['Animation', 'Family', 'Adventure', 'Comedy']",Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.," $121,000,000.00 ",86,Our fate is in their paws.
35.00,744275,en,After We Fell,625.512,9/1/2021,7.4,766,"['Romance', 'Drama']","Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family."," $19,000,000.00 ",99,NA
36.00,839436,en,Dragon Fury,580.002,6/15/2021,6,21,"['Horror', 'Fantasy', 'Mystery']",A group of soldiers are taken to the mountains of Wales to investigate a strange beast., $-   ,88,They thought they could control it. They were wrong!
38.00,864873,en,Hypnotic,514.169,10/27/2021,6.2,214,"['Thriller', 'Drama', 'Horror']","A young woman seeking self-improvement enlists the help of a renowned hypnotist but, after a handful of intense sessions, discovers unexpected and deadly consequences.", $-   ,88,His wish is her command.
39.00,354912,en,Coco,573.567,10/27/2017,8.2,14756,"['Family', 'Animation', 'Fantasy', 'Music', 'Comedy', 'Adventure']","Despite his familyÉ??s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history."," $800,526,015.00 ",105,The celebration of a lifetime
40.00,812204,en,Rock Dog 2: Rock Around the Park,611.612,6/24/2021,7.6,25,"['Animation', 'Comedy', 'Music', 'Family']","When Bodi and his band 'True Blue' leave Snow Mountain, to tour with pop sensation, Lil' Foxy, they learn that fame comes at a price.", $-   ,90,NA
41.00,379686,en,Space Jam: A New Legacy,525.266,7/8/2021,7.3,2550,"['Animation', 'Comedy', 'Family', 'Science Fiction']","When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life."," $148,810,604.00 ",115,Welcome to the Jam!
42.00,637649,en,Wrath of Man,541.957,4/22/2021,7.8,2598,"['Action', 'Crime', 'Thriller']","A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score."," $103,966,489.00 ",119,A one man army.
43.00,524369,en,The Many Saints of Newark,593.17,9/22/2021,6.8,201,"['Crime', 'Drama']","Young Anthony Soprano is growing up in one of the most tumultuous eras in Newark, N.J., history, becoming a man just as rival gangsters start to rise up and challenge the all-powerful DiMeo crime family. Caught up in the changing times is the uncle he idolizes, Dickie Moltisanti, whose influence over his nephew will help shape the impressionable teenager into the all-powerful mob boss, Tony Soprano."," $11,620,603.00 ",120,Who made Tony Soprano?
44.00,777620,en,Caged,475.873,1/26/2021,6.6,39,"['Thriller', 'Horror']","An African American male is imprisoned and placed in solitary confinement after being found guilty of murdering his wife, as he's haunted by internal demons and his dead wife, and pushed to the breaking point by an abusive female guard.", $-   ,81,There is no getting out.
45.00,831405,en,Injustice,563.221,10/9/2021,8,339,"['Animation', 'Science Fiction', 'Fantasy', 'Action']","When Lois Lane is killed, an unhinged Superman decides to take control of the Earth. Determined to stop him, Batman creates a team of freedom-fighting heroes. But when superheroes go to war, can the world survive?", $-   ,78,NA
46.00,681887,en,Cosmic Sin,503.598,3/12/2021,4.4,363,['Science Fiction'],"In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.", $-   ,88,First contact has been made. It's war.
47.00,337404,en,Cruella,510.735,5/26/2021,8.3,5879,"['Comedy', 'Crime']","In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, EstellaÉ??s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella."," $233,274,812.00 ",134,Hello Cruel World
49.00,460465,en,Mortal Kombat,495.192,4/7/2021,7.3,4000,"['Action', 'Fantasy', 'Adventure']","Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe."," $83,601,013.00 ",110,Get over here.
50.00,774021,en,Demonic,422.784,7/29/2021,4.9,74,"['Horror', 'Thriller']",A young woman unleashes terrifying demons when supernatural forces at the root of a decades-old rift between mother and daughter are ruthlessly revealed., $-   ,104,"It's not a dream, it's not reality."
53.00,588228,en,The Tomorrow War,439.548,7/2/2021,8.1,4522,"['Action', 'Science Fiction', 'Adventure']","The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.", $-   ,138,The fight for tomorrow begins today.
54.00,581726,en,Infinite,430.839,9/9/2021,6.9,553,"['Science Fiction', 'Action', 'Thriller']","Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves É??InfinitesÉ?ù come to his rescue, revealing that his memories are real.", $-   ,106,Many lives. Unlimited potential.
55.00,631843,en,Old,427.735,7/21/2021,6.7,1593,"['Thriller', 'Mystery', 'Horror']",A group of families on a tropical holiday discover that the secluded beach where they are staying is somehow causing them to age rapidly É?? reducing their entire lives into a single day.," $89,500,000.00 ",108,It's only a matter of time.
56.00,882206,en,LOL Surprise: The Movie,414.698,10/8/2021,7.5,31,"['Animation', 'Family']",Dazzling doll sisters Queen Bee and Royal Bee make their first movie with help from their fashionable friends in this one-of-a-kind magical adventure., $-   ,0,NA
57.00,588921,en,Ainbo: Spirit of the Amazon,400.934,2/9/2021,7.2,220,"['Adventure', 'Animation', 'Family', 'Fantasy']","An epic journey of a young hero and her Spirit Guides, 'Dillo' a cute and humorous armadillo and ""Vaca"" a goofy oversized tapir, who embark on a quest to save their home in the spectacular Amazon Rainforest.", $-   ,84,NA
59.00,375211,en,Marvel Knights: Eternals,429.973,9/16/2014,5.6,5,['Animation'],"You are thousands of years old. You have amazing powers. You have watched civilizations rise and fall. So why does no one remember any of this? Best-selling author, Neil Gaiman (Marvel: 1602) is joined by superstar artist, John Romita. Jr. (Amazing Spider-Man), to bring you the extraordinary tale of The Eternals. Medical student Mark Curry's world is turned upside-down when he meets Ike Harris, a man who believes that he is part of a centuries-old race of super-powered beings put here on Earth by aliens to preserve and safeguard the planet É?? and even crazier, tried to convince Mark that he is one too.", $-   ,118,NA
60.00,791373,en,Zack Snyder's Justice League,410.965,3/18/2021,8.4,6803,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions."," $657,000,000.00 ",242,NA
61.00,634649,en,Spider-Man: No Way Home,480.702,12/15/2021,0,0,"['Action', 'Adventure', 'Science Fiction']","Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a Super Hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.", $-   ,0,NA
62.00,370172,en,No Time to Die,604.254,9/29/2021,7.4,1209,"['Adventure', 'Action', 'Thriller']","Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology."," $667,000,000.00 ",163,The mission that changes everything beginsÉ??
63.00,706972,en,Narco Sub,374.848,1/22/2021,7.1,59,"['Action', 'Drama', 'Crime']","A man will become a criminal to save his family.  Director: Shawn Welling  Writer: Derek H. Potts  Stars: Tom Vera, Tom Sizemore, Lee Majors |", $-   ,93,A man will become a criminal to save his family.
64.00,669671,en,Night Teeth,367.303,10/20/2021,6.8,299,"['Horror', 'Thriller', 'Action']","A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay alive.", $-   ,107,Paint the town red.
65.00,503736,en,Army of the Dead,364.974,5/14/2021,6.4,2514,"['Action', 'Adventure', 'Crime', 'Horror']","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted."," $780,000.00 ",148,Survivors take all.
66.00,19995,en,Avatar,374.059,12/10/2009,7.5,24280,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."," $2,847,246,203.00 ",162,Enter the World of Pandora.
67.00,619297,en,Sweet Girl,360.21,8/18/2021,6.9,697,['Action'],"A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left, his daughter.", $-   ,110,Family fights as one.
68.00,399566,en,Godzilla vs. Kong,393.812,3/24/2021,7.9,7185,"['Action', 'Adventure', 'Fantasy']","In a time when monsters walk the Earth, humanityÉ??s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages."," $467,863,133.00 ",113,One Will Fall
69.00,767304,en,Redemption Day,360.237,1/8/2021,6.7,150,['Action'],"Having just returned home, decorated U.S. Marine Captain Brad Paxton's wife, Kate, is kidnapped by a terrorist group while working in Morocco. He is forced back into action for a daring and deadly operation to save the woman he loves.", $-   ,100,Taking his wife was their last mistake.
72.00,482373,en,Don't Breathe 2,366.157,8/12/2021,7.7,1114,"['Thriller', 'Horror']","The Blind Man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. Their quiet life together is shattered when a group of criminals kidnap the girl, forcing the Blind Man to leave his safe haven to save her."," $45,000,000.00 ",98,Bad things happen to bad people.
73.00,423108,en,The Conjuring: The Devil Made Me Do It,311.759,5/25/2021,7.8,3856,"['Horror', 'Mystery', 'Thriller']","Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense."," $199,166,992.00 ",111,The demonic case that shocked America.
74.00,522402,en,Finch,549.884,11/4/2021,8,522,"['Science Fiction', 'Drama', 'Adventure']","On a post-apocalyptic Earth, a robot, built to protect the life of his dying creator's beloved dog, learns about life, love, friendship, and what it means to be human.", $-   ,115,NA
76.00,725273,en,Solitary,347.349,8/31/2020,5.8,59,['Science Fiction'],"A man wakes up inside a room to discover he's a prisoner sent into space to form Earth's first colony, and worse - his cell mate Alana is hell bent on destroying everything.", $-   ,89,The greatest punishment imaginable.
78.00,859860,en,Catch the Bullet,363.643,9/10/2021,5.6,67,"['Western', 'Action']","U.S. marshal Britt MacMasters returns from a mission to find his father wounded and his son kidnapped by the outlaw Jed Blake. Hot on their trail, Britt forms a posse with a gunslinging deputy and a stoic Pawnee tracker. But Jed and Britt tread dangerously close to the Red DesertÉ??s Sioux territory.", $-   ,89,The sun never sets on vengeance.
79.00,825997,en,Rogue Hostage,340.663,6/11/2021,6.4,101,"['Action', 'Thriller']",A former Marine races against time to save a group of hostages -- including his young daughter and a congressman É?? when armed militants take over his stepfather's store., $-   ,94,Free the hostages. Or everyone dies.
81.00,719164,en,Women,219.924,4/8/2021,6.1,14,['Thriller'],A small town detective while investigating the disappearance of a local woman comes across an unassuming Sociology professor who is hiding a secret life., $-   ,90,Don't Scream. Don't Run. Survive.
82.00,602223,en,The Forever Purge,321.093,6/30/2021,7.4,1396,"['Horror', 'Action', 'Thriller']",All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end as they chase a group of immigrants who they want to punish because of their harsh historical past.," $76,981,630.00 ",103,The rules are broken.
83.00,595743,en,SAS: Red Notice,328.657,8/11/2021,6,259,"['Drama', 'Action', 'Thriller']","An off-duty SAS soldier, Tom Buckingham, must thwart a terror attack on a train running through the Channel Tunnel. As the action escalates on the train, events transpire in the corridors of power that may make the difference as to whether Buckingham and the civilian passengers make it out of the tunnel alive.", $-   ,120,NA
84.00,741636,en,Bloodthirsty,334.459,4/23/2021,6.6,16,['Horror'],"When indie singer Grey struggles to write her sophomore album, she teams up with a mysterious producer at his secluded cabin. Though their bond strengthens her music, it also starts to irreparably alter GreyÉ??s body and mind.", $-   ,82,Ambition can be killer.
85.00,1930,en,The Amazing Spider-Man,369.323,6/23/2012,6.6,13495,"['Action', 'Adventure', 'Fantasy']","Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance É?? leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero."," $757,930,663.00 ",136,The untold story begins.
87.00,848278,en,Jurassic Hunt,305.718,8/26/2021,5,153,"['Action', 'Science Fiction', 'Thriller']","Female adventurer Parker joins a crew of male trophy hunters in a remote wilderness park. Their goal: slaughter genetically recreated dinosaurs for sport using rifles, arrows, and grenades. After their guide is killed by raptors, the team tries to escape the park É?? but the hunters quickly become the hunted. Even worse, the parkÉ??s manager suspects Parker of being a spy and sends a hit squad after her. This battleÉ??s about to become primitive!", $-   ,83,This time it's mankind that's going extinct.
88.00,13811,en,Knowing,314.469,3/19/2009,6.1,4067,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.," $155,446,362.00 ",121,What happens when the numbers run out?
89.00,813258,en,Monster Pets: A Hotel Transylvania Short,307.614,4/2/2021,7.5,254,"['Animation', 'Comedy', 'Fantasy']",Drac tries out some new monster pets to help occupy Tinkles for playtime., $-   ,6,NA
90.00,512195,en,Red Notice,282.641,11/5/2021,7.4,19,"['Action', 'Comedy', 'Crime', 'Thriller']","An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.", $-   ,116,Pro and cons.
93.00,878962,en,SharkdogÉ??s Fintastic Halloween,261.208,10/15/2021,3.7,3,"['Animation', 'Fantasy', 'Family']","The Sharkpack gets ready for Halloween with the spooky legend of the ""Fearsome Fog"" É?? and Sharkdog must save trick-or-treating from a slimy sea monster!", $-   ,24,NA
94.00,763873,en,Under Wraps,273.852,10/1/2021,7.1,41,"['Comedy', 'Family', 'Fantasy']","Three friends try to save their mummified friend, Harold, from greedy criminals by returning him to his resting place before midnight on Halloween.", $-   ,91,NA
95.00,843906,en,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,310.694,9/14/2021,8.3,221,"['Animation', 'Comedy', 'Mystery', 'Family', 'Fantasy']","With Mystery, Inc. on the tail of a strange object in Nowhere, Kansas, the strange hometown of Eustice, Muriel, and Courage, the gang soon find themselves contending with a giant cicada monster and her winged warriors.", $-   ,72,Ooga! Booga! Booga!
96.00,527774,en,Raya and the Last Dragon,308.607,3/3/2021,8.1,4514,"['Family', 'Fantasy', 'Animation', 'Action', 'Adventure']","Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and itÉ??s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people."," $130,000,000.00 ",107,A quest to save her world.
97.00,299536,en,Avengers: Infinity War,307.188,4/25/2018,8.3,23027,"['Adventure', 'Action', 'Science Fiction']","As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain."," $2,046,239,637.00 ",149,An entire universe. Once and for all.
98.00,613504,en,After We Collided,299.644,9/2/2020,7.3,4262,"['Romance', 'Drama']",Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.," $42,000,000.00 ",105,Can love overcome the past?
99.00,539885,en,Ava,302.664,7/2/2020,5.7,1785,"['Action', 'Crime', 'Drama', 'Thriller']",A black ops assassin is forced to fight for her own survival after a job goes dangerously wrong.," $2,987,741.00 ",96,Kill. Or be killed.
100.00,597316,en,My Little Pony: A New Generation,316.848,9/23/2021,8.1,131,"['Animation', 'Family', 'Fantasy', 'Comedy', 'Music', 'Adventure']","Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals É?? and, hoof to heart, sheÉ??s determined to prove it.", $-   ,91,Ride or Fly
101.00,522444,en,Black Water: Abyss,274.301,7/9/2020,5.1,284,"['Horror', 'Thriller', 'Adventure', 'Mystery']","An adventure-loving couple convince their friends to explore a remote, uncharted cave system in the forests of Northern Australia. With a tropical storm approaching, they abseil into the mouth of the cave, but when the caves start to flood, tensions rise as oxygen levels fall and the friends find themselves trapped. Unknown to them, the storm has also brought in a pack of dangerous and hungry crocodiles.", $-   ,98,Descend into fear
102.00,680319,en,We Broke Up,272.144,4/23/2021,5.7,12,['Comedy'],Lori and Doug break up right before Lori's sister's wedding and decide to pretend they're still together for the weekend as to not disrupt the fun., $-   ,82,NA
103.00,458576,en,Monster Hunter,273.173,12/3/2020,6.9,2236,"['Action', 'Fantasy', 'Adventure']","A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home."," $25,814,306.00 ",104,"Behind our world, there is another."
105.00,36419,en,After.Life,387.777,11/7/2009,6.1,803,"['Drama', 'Horror', 'Mystery', 'Thriller']","Following a terrible car crash, a woman awakes to find an enigmatic mortician preparing her for burial."," $3,606,395.00 ",104,Life is the symptom. Death is the cure.
106.00,632357,en,The Unholy,263.412,3/31/2021,6.9,1410,['Horror'],"Alice, a young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister."," $30,763,855.00 ",99,Be careful who you pray to.
107.00,861057,en,Swim,273.818,8/13/2021,7.4,16,"['Horror', 'Action']","A family gets trapped in their storm flooded vacation rental, tries to escape from a hungry shark that made it's way into the house.", $-   ,87,NA
