sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
2055,699570,ja,Boruto: Jump Festa Special,38.028,7/27/2017,5.2,9,['Animation'],"Team Konohamaru is given a mission to track down a suspicious person in the village. Meanwhile, before training with Shikadai and Inojin, Chocho tries to find potato chips when they seem to be sold out in every store.",$0.00,12,
2056,10515,ja,天空の城ラピュタ,36.846,8/2/1986,8,2966,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family', 'Romance']",A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,"$5,228,752.00",125,"One day, a girl came down from the sky…"
2072,401043,ja,劇場版「黒子のバスケ」ウインターカップ総集編～影と光～,39.717,9/3/2016,6.8,8,['Animation'],First of three compilation films of Kuroko no Basket.,$0.00,90,
2079,28874,ja,サマーウォーズ,38.454,8/1/2009,7.5,672,['Animation'],"Kenji is your typical teenage misfit. He’s good at math, bad with girls, and spends most of his time hanging out in the all-powerful online community known as OZ. His second life is the only life he has — until the girl of his dreams, Natsuki, hijacks him for a starring role as a fake fiancé at her family reunion. Things only get stranger from there. A late-night email containing a cryptic mathematic riddle leads to the unleashing of a rogue AI intent on using the virtual world of OZ to destroy the real world. As Armageddon looms on the horizon, Kenji and his new “family” set aside their differences and band together to save the worlds they inhabit in this “near-perfect blend of social satire and science fiction.”","$18,434,328.00",114,
2081,38594,ja,ドラゴンボール オッス!帰ってきた孫悟空と仲間たち!!,37.4,9/21/2008,6.4,151,"['Animation', 'Action', 'Adventure', 'Science Fiction']","A 35-minute Dragon Ball animated short film that premiered at the Jump Super Anime Tour in September 2008. It is the first animated Dragon Ball feature in twelve years, following the tenth anniversary film The Path to Power.",$0.00,35,
2086,257475,ja,たまこラブストーリー,32.762,4/26/2014,6.9,94,"['Romance', 'Animation', 'Comedy']","Devoted to her family’s rice-cake–making business and the high school baton club, Tamako is a little slow when it comes to love. She’s oblivious to her childhood friend Mochizo’s affections, even though all their friends know. With graduation closing in and Mochizo leaving for Tokyo, will Tamako realise her feelings and tell him in time?",$0.00,83,"The end of school, the beginning of love…"
2098,741434,ja,ホムンクルス,39.785,4/2/2021,6.2,51,"['Drama', 'Thriller']","A homeless man meets a medical school student who pays him to volunteer for a surgical procedure known as trepanation, drilling a hole in his skull, which ends up giving him the ability to communicate with the dark side of people’s subconscious minds.",$0.00,119,
2111,160642,ja,映画ドラえもん のび太と奇跡の島 ～アニマル アドベンチャー～,27.047,3/3/2012,7.1,38,"['Family', 'Animation', 'Adventure']","Nobita and Doraemon use time tree Mochi and catches a big bird Moa, which has been extinct for 500 years ago. To protect extinct the animal, Nobita and Doramon go to Beremon Island which is protected by a golden beetle named Herakles. They meet a girl from the Rokkoro tribe and a boy who looks exactly like Nobita on Beremon Island ...",$0.00,100,
2137,150023,ja,うる星やつら オンリー・ユー,29.927,2/11/1983,6.3,19,"['Animation', 'Romance', 'Science Fiction', 'Comedy']","Six-year-old Ataru steps on Elle's shadow during an impromptu game of shadow-tag; in Elle's culture, this is viewed as a marriage proposal. Eleven years later, Elle returns to Earth in order to marry Ataru — by which time not only had he forgotten the events of his childhood, but he was also going out with Lum. The rest of the plot focuses on Lum's attempts to prevent the marriage.  The film was directed by Mamoru Oshii who was mad at the many requests that the producer made of him to alter the movie. Rumiko Takahashi considers this film her favorite and it is the most true to the original series.",$0.00,101,
2139,283984,ja,劇場版「Fate/stay night [Heaven’s Feel]」Ⅰ.presage flower,33.113,10/14/2017,7.5,129,"['Action', 'Animation', 'Drama', 'Fantasy', 'Romance']","Shiro Emiya is a young magus who attends Homurahara Academy in Fuyuki City. One day after cleaning the Archery Dojo in his school, he catches a glimpse of a fight between superhuman beings, and he gets involved in the Holy Grail War, a ritual where magi called Masters fight each other with their Servants to win the Holy Grail. Shiro joins the battle to stop an evildoer from winning the Grail and to save innocent people, but everything goes wrong when a mysterious ""Shadow"" begins to indiscriminately kill people in Fuyuki...","$17,422,935.00",120,
2151,810693,ja,劇場版 呪術廻戦 0,39.505,12/24/2021,0,0,"['Animation', 'Action', 'Adventure', 'Mystery']","Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",$0.00,0,"The origin of ""Jujutsu Kaisen"" – A story of love and curse"
2159,39324,ja,ドラゴンボールZ・絶望への反抗!!残された超戦士・悟飯とトランクス,32.312,2/24/1993,7.5,378,"['Animation', 'Action', 'Science Fiction']",It has been thirteen years since the Androids began their killing rampage and Son Gohan is the only person fighting back. He takes Bulma's son Trunks as a student and even gives his own life to save Trunks's. Now Trunks must figure out a way to change this apocalyptic future,$0.00,48,
2165,447185,ja,斉木楠雄のΨ難,30.835,10/21/2017,6.2,18,['Comedy'],"To the average person, psychic abilities might seem a blessing; for Kusuo Saiki, however, this couldn't be further from the truth. Gifted with a wide assortment of supernatural abilities ranging from telepathy to x-ray vision, he finds this so-called blessing to be nothing but a curse. As all the inconveniences his powers cause constantly pile up, all Kusuo aims for is an ordinary, hassle-free life—a life where ignorance is bliss. Unfortunately, the life of a psychic is far from quiet. Though Kusuo tries to stay out of the spotlight by keeping his powers a secret from his classmates, he ends up inadvertently attracting the attention of many odd characters, such as the empty-headed Riki Nendō and the delusional Shun Kaidō. Forced to deal with the craziness of the people around him, Kusuo comes to learn that the ordinary life he has been striving for is a lot more difficult to achieve than expected.",$0.00,97,
2166,214553,ja,小鳥遊六花・改 ～劇場版 中二病でも恋がしたい!～,38.379,9/14/2013,7,53,"['Comedy', 'Animation', 'Drama', 'Romance']","Summary of the first season of the show, as seen from Rikka's perspective with new elements.",$0.00,97,
2173,283727,ja,アオハライド,32.125,12/13/2014,6.7,45,"['Romance', 'Drama']","When she was a middle school student, Futaba Yoshioka liked Kou Tanaka who was unlike the other boys and quite gentle. Kou Tanaka then moved away and they lost contact.  At the end of Futaba Yoshioka's first year as a high school student she meets Kou Tanaka again. Kou Tanaka’s name has changed to Kou Mabuchi and his personality seems different from his middle school days.",$0.00,122,
2178,110420,ja,おおかみこどもの雨と雪,36.517,7/21/2012,8.3,1648,"['Animation', 'Drama', 'Family', 'Fantasy']","After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.","$55,060,661.00",117,Love wildly
2180,698940,ja,Naruto x UT,31.531,1/1/2011,7.9,9,['Animation'],"Naruto x UT is the eighth Naruto OVA. Approximately 200,000 copies of this OVA were distributed by Uniqlo to promote a line of Naruto-themed shirts designed by Masashi Kishimoto in conjunction with Studio Pierrot. It shows the aftermath between a fight between Naruto and Sasuke and shows clips of their times together and the story so far.",$0.00,6,
2209,342588,ja,屍者の帝国,38.378,10/2/2015,6.1,64,"['Animation', 'Mystery', 'Horror', 'Science Fiction']","The story of The Empire of Corpses takes place in 19th century Europe, and revolves around John Watson. He is scouted by the government to become a secret agent- However, Watson lives in a world where ""Frankensteins""- human corpses that are re-purposed with a false soul in order to use them as laborers- are used to improve industrial development.",$0.00,120,The dead will inherit the Earth
2215,137227,ja,映画ドラえもん 新・のび太と鉄人兵団 ～はばたけ 天使たち～,29.62,3/5/2011,7.8,31,"['Animation', 'Adventure', 'Family']","The title character, Nobita, is upset because he cannot get a large RC toy to show off to a rich boy, Suneo. His fit makes Doraemon angry, and with the hot Japanese summer, he decides to ""cool off"" at the North Pole with the Anywhere Door, a mysterious portal.  Nobita follows him there after he's gone for a long time, and discovers a strange bowling ball-like orb which starts blinking with a pulsating light, and summons what looks like a giant robot´s foot. After sledding down the hill on it and having it crash into his room through the Anywhere Door, the bowling ball follows him home through the door and another robot piece falls into his backyard.",$0.00,108,
2223,412383,ja,劇場版 艦これ,29.07,11/26/2016,4.8,13,"['Action', 'Animation', 'Science Fiction', 'TV Movie', 'War']","The movie starts off after the events of Episode 3, when Kisaragi had sunk. The Mikawa Fleet (Furutaka, Aoba, Kako, Kinugasa and Tenryuu) are in the middle of Night Battle. Choukai uses Searchlight and gets medium damage, but they win in the end. A New Fleet Girl gets ""dropped"", emerging from the sea. It is Kisaragi. Kisaragi is brought back to the temporary base in Solomon Islands, but she is suffering from PTSD and has amnesia, unable to remember anyone from back in the anime, excluding Mutsuki...",$0.00,93,
2243,198375,ja,言の葉の庭,35.138,5/31/2013,7.6,1445,"['Animation', 'Drama', 'Romance']","Takao, who is training to become a shoemaker, skipped school and is sketching shoes in a Japanese-style garden. He meets a mysterious woman, Yukino, who is older than him. Then, without arranging the times, the two start to see each other again and again, but only on rainy days. They deepen their relationship and open up to each other. But the end of the rainy season soon approaches...",$0.00,46,Lost in life. Found in love.
2247,433950,ja,ひるなかの流星,30.162,3/24/2017,7.8,51,['Romance'],"Fifteen-year-old country girl Suzume Yosano has to move to Tokyo to live with her uncle due to her father's transfer. She bumps into a mysterious man who ends up taking her to her uncle's place after she gets lost. Turns out, Suzume will be seeing him a lot more often once she starts school because... he's her homeroom teacher?!",$0.00,119,
2270,162092,ja,映画ドラえもん のび太と翼の勇者たち,21.997,3/10/2001,7.3,22,"['Family', 'Animation', 'Adventure']","After watching a televised showing about supposedly humanoid birds spotted in Africa, Nobita dreams of being able to fly with wings. He builds wooden wings after Doraemon refuses to help him, though he repeatedly fails to fly using them. While helping Shizuka to reclaim her pet canary, they witness a portal opens in the sky and a humanoid bird riding an airplane coming out. He introduces himself as Gusuke, a humanoid bird who lives in ""Birdopia"". Doraemon, Nobita, and Shizuka help Gusuke fix his airplane, where Nobita becomes fast friends with him. As Gusuke departs to his home, Gian and Suneo catch him and grab his plane. The other three follow them through the porta",$0.00,91,
2310,460399,ja,映画 中二病でも恋がしたい! -Take On Me-,33.268,1/6/2018,7.8,58,"['Animation', 'Comedy', 'Fantasy']","Yuuta and Rikka are in their third year of high school. One day in Spring, Touka declares that she will take Rikka to Italy with her, as her job has stabilized there and thinks they should migrate together as a family. Touka is also worried about Rikka not being competent enough to advance to universities in Japan. The gangs from the club suggested Yuuta, who doesn't want to be separated, to elope with Rikka!! A runaway drama throughout Japan begins.","$1,822,043.00",94,
2353,73245,ja,劇場版 BLEACH 地獄篇,29.714,12/4/2010,7.3,110,"['Action', 'Animation', 'Fantasy', 'Adventure']","Hell – A place where beings that have committed mortal sins during their lifetime are sent. It is a realm where even Soul Reapers are forbidden to interfere. When a group of vicious Sinners plot to escape from this eternal prison, they discover that Substitute Soul Reaper Ichigo Kurosaki is the key to their freedom.","$8,749,681.00",94,
2356,698916,ja,"サニー・サイド・バトル!!!, Sanī Saido Batoru!!!",35.043,9/11/2014,7.3,3,"['Action', 'Animation', 'Comedy']",Sunny Side Battle! (Sani Saido Batoru!) is an OVA that was released with Naruto Shippuden: Ultimate Ninja Storm Revolution. It features Itachi making breakfast for Sasuke in their old home.,$0.00,11,Naruto Shippuden
2373,549787,ja,東京喰種 トーキョーグール【S】,33.19,7/19/2019,6.9,50,"['Action', 'Horror', 'Science Fiction', 'Fantasy']","Now a member of Anteiku, Ken Kaneki grows closer to the ghouls around him. Determined to protect his new home against anti-ghoul forces, he trains his powers in secret. But when the infamous gourmet, Shū Tsukiyama, wishes to savour some half-ghoul flavour, Kaneki's training is put to test of a lifetime.",$0.00,97,To eat or to be eaten
2382,38142,ja,秒速5センチメートル,34.901,3/3/2007,7.3,1394,"['Animation', 'Drama', 'Romance']","Three moments in Takaki's life: his relationship with Akari and their forced separation; his friendship with Kanae, who is secretly in love with him; the demands and disappointments of adulthood, an unhappy life in a cold city.",$0.00,63,At what speed must I live to see you again?
2418,192577,ja,キャプテンハーロック,30.093,9/7/2013,6.6,842,"['Animation', 'Science Fiction']",Space Pirate Captain Harlock and his fearless crew face off against the space invaders who seek to conquer the planet Earth.,"$18,010,317.00",115,
2471,699174,ja,NARUTO ナルティメットヒーロー3 ついに激突! 上忍VS下忍!! 無差別大乱戦大会開催!!,31.759,12/22/2005,4.5,8,"['Animation', 'Action']","A contest is made by the Fifth Hokage called Jonin vs Genin. The point is to collect crystals for points, with the higher-ranked Chunin and Jonin holding crystals worth more points. The Genin have blue crystals, while the Chunin and Jonin have red crystals.",$0.00,26,
2506,40700,ja,僕の初恋をキミに捧ぐ,30.056,10/24/2009,7.4,78,"['Drama', 'Comedy', 'Romance']","As a child Takuma is diagnosed with a heart condition that requires care from a cardiologist. He soon becomes friends with his doctors young daughter Mayu while being treated at the hospital. One day Mayu overhears her father saying that Takumas condition is serious enough that he most likely wont live beyond the age of 20. Takuma isn't aware of this himself, however, so at 8-years-old he makes a promise to marry Mayu when they turn 20. Later in life, Takuma becomes aware that he wont be able to keep this promise and he begins distancing himself from Mayu in hopes of protecting her.",$0.00,122,
2538,28609,ja,ドラゴンボールＺ オラの悟飯をかえせッ!!,32.67,7/15/1989,6.6,386,"['Animation', 'Action', 'Fantasy']","In order to wish for immortality and avenge his father, Garlic Jr. collects the dragon balls, kidnapping Goku's son Gohan in the process. Goku, Kami, Piccolo, and Krillin unite to rescue Gohan and save the world from being sucked into a dead zone.",$0.00,41,
2541,120475,ja,ドラゴンボール エピソード オブ バーダック,38.019,12/17/2011,6.8,291,"['Action', 'Animation', 'Science Fiction']","A spin-off scenario taking place after the events of the TV special Dragon Ball Z: Bardock - The Father of Goku, in which Bardock survives the destruction of Planet Vegeta and is sent into the past, combating Frieza's ancestor Chilled and turning into a Super Saiyan.",$0.00,20,
2547,699254,ja,Naruto Shippuden: OVA Hashirama Senju vs Madara Uchiha,33.153,2/23/2012,6.4,8,['Animation'],Naruto Shippūden Ultimate Ninja Storm Generations OVA Madara vs Hashirama is the tenth Naruto OVA. It is distributed as part of Naruto Shippūden: Ultimate Ninja Storm Generations.,$0.00,10,
2552,553600,ja,プロメア,30.175,5/24/2019,7.3,152,"['Animation', 'Action', 'Science Fiction']","Galo and the Burning Rescue Fire Department face off against BURNISH, a group of mutants who are able to control and wield flames, and the fire disaster they have unleashed on Earth.",$0.00,111,The world ablaze.
2567,17101,ja,劇場版 BLEACH The DiamondDust Rebellion もう一つの氷輪丸,26.134,12/22/2007,6.5,113,"['Action', 'Adventure', 'Animation']","When an artifact known as the ""King's Seal"" is stolen during transport from Soul Society, Hitsugaya Toushirou is assigned to retrieve it. Toushirou goes missing after a battle with the thieves, leading Seireitei to suspect him of treachery. They order his immediate capture and execution. Unwilling to believe him capable of such a crime, Ichigo, Rangiku, Rukia, and Renji set out to find Toushirou.",$0.00,95,
2588,74135,ja,Gantz: Perfect Answer,21.362,4/23/2011,6.7,148,"['Action', 'Mystery', 'Science Fiction', 'Horror']","Perfect Answer begins several months after the events of the first film. Kurono is still fighting aliens under the order of Gantz, a mysterious giant black orb, and he is close to reaching the score he needs to resurrect his friend Kato. Outside his night time missions, Kurono continues to live his normal life, spending time with his new girlfriend Tae. Meanwhile, young pop star Eriko  is being secretly ordered by Gantz to carry out assassinations, and cop Shigeta inches closer towards finding out the truth about the Gantz missions. As the missions begin to get increasingly dangerous for both the alien fighters and the general public, Kurono discovers that the endgame for Gantz is quickly approaching.",$0.00,141,
2598,20329,ja,L change the WorLd,28.852,2/9/2008,5.9,189,"['Fantasy', 'Action', 'Thriller', 'Science Fiction', 'Mystery']","""The human whose name is written in the Death Note shall die."" After making the hardest decision ever, another serious case confronts L. There are only 23 days left and without his best partner Watari (Shunji Fujimura), L has to solve the case all by himself for the very first time.","$30,231,200.00",129,The final death note showdown!
2599,144288,ja,ベルセルク 黄金時代篇III 降臨,29.604,2/1/2013,7.7,218,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Animation']","A year has passed since Guts parted ways with the Band of the Hawks. Meanwhile, his former mercenary group is plotting a rescue mission to save an imprisoned Griffith.",$0.00,110,
2600,15370,ja,猫の恩返し,38.1,7/19/2002,7.2,1338,"['Adventure', 'Fantasy', 'Animation', 'Drama', 'Family']","Haru, a schoolgirl bored by her ordinary routine, saves the life of an unusual cat and suddenly her world is transformed beyond anything she ever imagined. The Cat King rewards her good deed with a flurry of presents, including a very shocking proposal of marriage to his son! Haru embarks on an unexpected journey to the Kingdom of Cats where her eyes are opened to a whole other world.","$54,016,370.00",75,"It’s not so bad being a cat, now is it?"
2603,16140,ja,デスノート the Last name,28.346,10/28/2006,6.9,338,"['Fantasy', 'Thriller', 'Mystery']","In the second installment of the Death Note film franchise, Light Yagami meets a second Kira and faithful follower Misa Amane and her Shinigami named Rem. Light attempts to defeat L along with Teru Mikami (a Kira follower) and Kiyomi Takada (another Kira follower) but in the end will Light win? or will a Shinigami named Ryuk make all the difference in Light's victory or his ultimate death?","$50,710,400.00",141,The last name to be written in the DEATH NOTE... Whose name will it be?
2606,432130,ja,青鬼 THE ANIMATION,32.305,2/11/2017,4.3,7,"['Horror', 'Animation']","Based on the horror game Ao Oni by noprops.  Five members of the cultural anthropology club at an old western-style school are trying to come up with ideas for their presentation at the school's culture festival, when they find a collection of folk tales gathered by a student in their club 40 years ago. They realize that the mysterious Bellflower Oni that appears in the folk tales may be the basis for the popular free game Ao Oni, and decide to make that their theme. They manage to make contact with the author of the Ao Oni game, but he dies mysteriously soon afterward. The club members become suspicious at the author's death and began to investigate on their own, but encounter a secret they never should have touched: a secret underground prison in the school.  For some reason all the fire doors at the school are locked, and they are trapped in the school. The sound of the strange footsteps they hear soon turn to their screams...A new tragedy of the Ao Oni is about to begin.",$0.00,60,
2608,83088,ja,聖闘士星矢 最終聖戦の戦士たち,31.785,3/18/1989,7.3,140,"['Action', 'Animation', 'Fantasy']","The plot involves the coming of Lucifer to the Sanctuary, where his underlings systematically dispose of the surviving Gold Saints. Athena goes to Lucifer to ask for peace, placing herself in peril. The Bronze Saints must then come to her rescue, destroying Lucifer's Fallen Angels (Seima Tenshi in Japanese) in the process.",$0.00,45,
2609,447743,ja,いぬやしき,28.957,4/20/2018,7.7,92,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",A middle-aged office worker encounters aliens and is gifted with alien technology and limitless powers.,$0.00,127,
2628,544810,ja,あのコの、トリコ。,27.404,10/5/2018,5.9,11,"['Romance', 'Comedy']","Centers on three childhood friends in a love triangle. Yori moved back to the countryside, and started wearing glasses and not being noticed by girls. Meanwhile, Shizuku entered the entertainment industry alongside Subaru, and both began working as a model and actor, respectively. But when Yori turns 16, he re-enters their lives.",$0.00,99,
2631,533514,ja,劇場版 ヴァイオレット・エヴァーガーデン,26.247,9/18/2020,8.8,142,"['Animation', 'Drama', 'Fantasy', 'Romance']","As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.","$20,339,624.00",140,
2647,357786,ja,傷物語〈Ⅰ鉄血篇〉,26.537,1/8/2016,7.8,178,"['Animation', 'Fantasy', 'Mystery', 'Horror', 'Action']","One day, Koyomi Araragi encounters the horrifying vampire, Kiss-shot Acerola-orion Heart-under-blade A.K.A. the ""King of Apparitions."" He saves the fatally wounded Kiss-shot by offering his blood at the expense of his own life as a human. Now Koyomi has to face the vampire hunters to retrieve Kiss-shot’s limbs which were taken by these hunters...",$0.00,64,
2695,106164,ja,映画ドラえもん のび太と銀河超特急,26.822,3/2/1996,7.7,28,['Animation'],Doraemon went missing for 3 days. But it turns out later that he went to the 22nd century to buy a mystery galactic express train ticket whose destination is a secret until the passengers arrive there and see for themselves.,$0.00,97,
2707,375533,ja,オオカミ少女と黒王子,30.17,5/28/2016,6.6,48,['Romance'],"Erika Shinohara is a first year of high school student. While talking to friends, she makes up a story about her ""boyfriend."" In reality, Erika Shinohara doesn't have a boyfriend. Erika's friends soon begin to doubt her story and Erika is also running out of lies. Erika then sees a pretty boy on the street and takes his picture discreetly. She later shows his picture to her friends as her boyfriend. The boy in the picture is Kyouya Sata and happens to attend the same school as Erika. She tells Kyouya about her situation and asks him to be her pretend boyfriend. Even though Kyouya has a pretty appearance, he has a dark side.",$0.00,116,
2716,601980,ja,グリザイア：ファントムトリガー THE ANIMATION,31.907,3/15/2019,5,6,"['Action', 'Animation']","Following the Heath Oslo incident, the existence of the US-Japanese anti-terror organization CIRS has become a matter of public knowledge. CIRS has been rebuilt from the ground up, and its most covert functions spun off to a new agency: SORD (Social Ops, Research & Development).  The goal of SORD is to train a new generation of operatives to defend the country against future threats. To that end, the organization has established a series of schools up and down the country. Mihama Academy, more-or-less left to rot after its abrupt closure, has been given new purpose as one such 'specialist training school'. It now entrusts the misfit girls who attend it with guns and live ammunition.  No matter how much life grinds them down, what future awaits these girls, who've themselves chosen the path of the gun?",$0.00,90,
2719,433128,ja,亜人,29.725,9/30/2017,7.6,67,"['Action', 'Horror', 'Mystery']","Ajin is a live-action adaptation of a Japanese manga series written and illustrated by Gamon Sakurai. Kei Nagai dies in a car accident, but realises he is a type of immortal known as Ajin (demi-human). Hunted by humans, Ajin is eventually found by the government and used as a subject in cruel experiments. He finds fellow demi-humans along the way as he escapes and goes on the run.",$0.00,109,
2722,15283,ja,平成狸合戦ぽんぽこ,29.95,7/16/1994,7.1,703,"['Adventure', 'Animation', 'Fantasy']","The Raccoons of the Tama Hills are being forced from their homes by the rapid development of houses and shopping malls. As it becomes harder to find food and shelter, they decide to band together and fight back. The Raccoons practice and perfect the ancient art of transformation until they are even able to appear as humans in hilarious circumstances.",$0.00,119,A Fantastic Tale Of Survival
2737,39319,ja,テイルズ オブ ヴェスペリア～The First Strike～,21.327,10/3/2009,6.3,30,"['Animation', 'Action', 'Adventure', 'Fantasy']","In a mythical kingdom, the mighty Imperial Knights harness a magical substance known as Aer to power their weapons and protect humanity from the monsters of the forest. But something strange is afoot; the Aer is somehow changing, causing the wilderness to waste away and stirring the woodland beasts to attack with greater frequency. As danger creeps steadily closer to civilization, two young recruits - Flynn, the rigid son of a fallen hero, and the rebellious and brash Yuri - must ride with their fellow Imperial Knights to distant ruins in hopes of uncovering the truth behind the transforming Aer.",$0.00,110,First Strike
2749,66105,ja,聖闘士星矢 真紅の少年伝説,28.91,7/23/1988,7.5,124,"['Action', 'Animation', 'Fantasy']","Athena receives the visit of Phoebus Abel, her older brother and God of the Corona. He informs her that he has come to destroy humanity as punishment for their corruption, just as it was done in ancient times. He dismisses Seiya and the Bronze Saints, as she will now be guarded by Abel's three Corona Saints, Atlas of Carina, Jaow of Lynx and Berenike of Coma Berenices, and the five resurrected Gold Saints who died in the Sanctuary battle: Saga of Gemini, Deathmask of Cancer, Shura of Capricorn, Camus of Aquarius and Aphrodite of Pisces. When Athena rebels against Abel's plan, he attacks her, sending her soul to Elysion, the final resting place from which there is no return. The Bronze Saints immediately rush to the Sanctuary to save her and ultimately overcome Abel.",$0.00,75,
2792,22843,ja,ヱヴァンゲリヲン新劇場版：破,27.116,6/26/2009,7.9,519,"['Animation', 'Science Fiction', 'Action', 'Drama']","Under constant attack by monstrous creatures called Angels that seek to eradicate humankind, U.N. Special Agency NERV introduces two new EVA pilots to help defend the city of Tokyo-3: the mysterious Makinami Mari Illustrous and the intense Asuka Langley Shikinami. Meanwhile, Gendo Ikari and SEELE proceed with a secret project that involves both Rei and Shinji.","$41,162,041.00",112,"In the War Between Heaven and Earth, Salvation is Machine."
2797,372758,ja,新劇場版 頭文字D Legend3 -夢現-,28.323,2/6/2016,7.6,32,"['Action', 'Animation', 'Drama']","Mt. Akina's new downhill racing hero Fujiwara Takumi prepares for the final showdown against Red Sun's unbeaten leader and Akagi's fastest driver, Takahashi Ryosuke.",$0.00,65,
2798,44731,ja,ＯＮＥ ＰＩＥＣＥ（ワンピース） エピソードオブチョッパー＋冬に咲く、奇跡の桜,25.567,3/1/2008,7,82,"['Action', 'Animation', 'Adventure', 'Comedy']","It is the second film to focus on Chopper, as it is a retelling of the Drum Island storyline from the manga. It features Franky, Nico Robin, and the Thousand Sunny, who weren't present in the original version.","$8,654,110.00",95,
2813,452970,ja,劇場版 マジンガーZ ／ INFINITY,24.598,10/27/2017,6.6,227,"['Action', 'Science Fiction', 'Animation']","When the evil Dr. Hell attacks the Earth, the mighty giant mecha Mazinger Z is formed to stop him.","$2,732,673.00",107,
2827,81,ja,風の谷のナウシカ,27.916,3/11/1984,7.9,2488,"['Adventure', 'Animation', 'Fantasy']","After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.","$3,301,446.00",117,A young girl's love called forth miracles…
2851,242546,ja,ベヨネッタ ブラッディフェイト,36.032,11/23/2013,6.4,58,"['Animation', 'Action', 'Fantasy']","Based on the 2009 video game, Bayonetta: Bloody Fate follows the story of the titular heroine, an ancient witch who awakens from a five hundred-year slumber with no memory of her life. Armed with a gun in each limb, Bayonetta embarks on a journey to rediscover her past, defeating all bloodthirsty angels that stand in her way.",$0.00,90,
2856,52795,ja,映画ドラえもん のび太の新魔界大冒険 〜7人の魔法使い〜,22.63,3/10/2007,7,30,"['Family', 'Adventure', 'Animation']","Nobita has changed the real world to a world of magic using the ""Moshimo Box"" in admiration of magic. One day, Nobita meets Chaplain Mangetsu, a magic researcher, and his daughter Miyoko. Nobita learns from them that the Great Satan of the Devildom Star is scheming to invade the Earth. The Chaplain tries to find a way out using ancient books, however, the Devildom Star rapidly approaches the Earth by the minute, causing earthquakes and abnormal weather conditions. Nobita, along with his friends, Doraemon, Shizuka, Suneo, Gaian and Dorami, together with Miyoko, storm into the Devildom Star, just like the ""Legendary Seven Heroes"" in an ancient book in order to confront the Great Satan and peace returns to the world of magic.",$0.00,112,Nobita's New Great Adventure Into the Underworld - The Seven Magic Users
2858,89636,ja,ドラゴンボール 超サイヤ人絶滅計画,33.021,11/11/2010,7.2,224,"['Action', 'Animation', 'Adventure']","Dr. Raichi is one of the only survivors of the Tuffles, a race that once lived on Planet Plant before the coming of the Saiyans. The Saiyans not only massacred the entire Tuffle race, but also stole their technology and conquered the planet, renaming it Planet Vegeta in honor of their king. Raichi managed to escape with a capsule and found refuge on the Dark Planet, a world at the end of the universe. His only wish is to eradicate the last remaining Saiyans.",$0.00,30,
2886,56832,ja,Gantz,23.487,11/29/2010,6.5,208,"['Horror', 'Action', 'Science Fiction']","After trying to rescue a man on the subway tracks, two teens wake up in a room dominated by a mysterious black sphere that sends them to hunt down and kill aliens hiding on Earth.",$0.00,130,
2896,83090,ja,聖闘士星矢,28.959,7/18/1987,7.1,144,"['Action', 'Animation', 'Fantasy']","When Seiya, Hyōga and Shun visit Saori (Athena) at the orphanage, they meet an employee called Eri. An orphan herself, Eri takes a liking to Hyōga and one night they sit outside watching the stars. They see a shooting star and Hyōga asks Eri to make a wish. After Hyōga leaves, however, Eri becomes powerfully attracted to the shooting star and wanders alone into the woods, where she finds a golden apple. She is then possessed by Eris, the Goddess of Discord, and kidnaps Athena, planning to use the golden apple to suck her energy out, fully reincarnate and take over the world. Eris leaves a message for the Bronze Saints, who set out for the goddess's temple which appears on the mountains. There, the heroes fight the five Ghost Saints: Maya of Sagitta, Orpheus of Lyra, Christ of the Southern Cross, Jan of Scutum (called by the Japanese name Tateza) and Jäger of Orion.",$0.00,46,
2905,18491,ja,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,33.202,7/19/1997,8.4,933,"['Drama', 'Science Fiction', 'Animation', 'Action']","The second of two theatrically released follow-ups to the Neon Genesis Evangelion series. Comprising of two alternate episodes which were first intended to take the place of episodes 25 and 26, this finale answers many of the questions surrounding the series, while also opening up some new possibilities.","$20,000,000.00",87,The fate of destruction is also the joy of rebirth
