sr_no,id,original_language,original_title,release_date,vote_average,vote_count,genre,overview,revenue,runtime,gender
0,580489.0,en,Venom: Let There Be Carnage,9/30/2021,6.8,1736.0,Science Fiction Action Adventure,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",424000000.0,97.0,0
1,524434.0,en,Eternals,11/3/2021,7.1,622.0,Action Adventure Science Fiction Fantasy,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",165000000.0,157.0,0
2,438631.0,en,Dune,9/15/2021,8.0,3632.0,Action Adventure Science Fiction,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planets exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanitys greatest potential-only those who can conquer their fear will survive.",331116356.0,155.0,1
3,796499.0,en,Army of Thieves,10/27/2021,6.9,555.0,ActionCrimeThriller,A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,107503530.61488006,127.0,0
4,550988.0,en,Free Guy,8/11/2021,7.8,3493.0,ComedyActionAdventureScience Fiction,A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.,331096766.0,115.0,1
5,574060.0,en,Gunpowder Milkshake,7/14/2021,6.5,347.0,ActionThrillerCrime,"In her turbulent life as a professional assassin, Sam has no choice but to go rogue to save the life of an innocent 8-year-old girl in the middle of the gang war she has unleashed.",344931.0,114.0,0
6,335983.0,en,Venom,9/28/2018,6.8,12126.0,Science FictionAction,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",855013954.0,112.0,1
7,610253.0,en,Halloween Kills,10/14/2021,7.0,1134.0,HorrorThriller,"Minutes after Laurie Strode, her daughter Karen and granddaughter Allyson left masked monster Michael Myers caged and burning in Lauries basement, Laurie is rushed to the hospital with life-threatening injuries, believing she finally killed her lifelong tormentor. But when Michael manages to free himself from Lauries trap, his ritual bloodbath resumes. As Laurie fights her pain and prepares to defend herself against him, she inspires all of Haddonfield to rise up against their unstoppable monster. The Strode women join a group of other survivors of Michaels first rampage who decide to take matters into their own hands, forming a vigilante mob that sets out to hunt Michael down, once and for all.",118852075.0,105.0,1
8,871964.0,pl,W lesie dziś nie zaśnie nikt 2,10/27/2021,4.1,72.0,HorrorThriller,"When something horrible happens to the only survivor of a bloody massacre, an insecure rookie cop must overcome his fears to stop further carnage.",107503530.61488006,96.0,0
9,768449.0,en,American Badger,3/5/2021,6.3,14.0,ActionThriller,"A seemingly cold-blooded hitman is assigned to befriend a call girl, but all hell breaks loose when he is assigned to kill her.",107503530.61488006,88.0,0
10,639721.0,en,The Addams Family 2,10/1/2021,7.4,562.0,AnimationComedyFamily,The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.,93258233.0,93.0,1
11,843241.0,ja,劇場版 七つの大罪 光に呪われし者たち,7/2/2021,8.4,210.0,AnimationAction,"With the help of the ""Dragon Sin of Wrath"" Meliodas and the worst rebels in history, the Seven Deadly Sins, the ""Holy War"", in which four races, including Humans, Goddesses, Fairies and Giants fought against the Demons, is finally over. At the cost of the ""Lion Sin of Pride"" Escanors life, the Demon King was defeated and the world regained peace. After that, each of the Sins take their own path.",107503530.61488006,101.0900430239705,1
12,566525.0,en,Shang-Chi and the Legend of the Ten Rings,9/1/2021,7.7,1414.0,ActionAdventureFantasy,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,427480601.0,132.0,1
13,568620.0,en,Snake Eyes: G.I. Joe Origins,7/22/2021,6.9,786.0,ActionAdventure,"After saving the life of their heir apparent, tenacious loner Snake Eyes is welcomed into an ancient Japanese clan called the Arashikage where he is taught the ways of the ninja warrior. But, when secrets from his past are revealed, Snake Eyes honor and allegiance will be tested – even if that means losing the trust of those closest to him.",36964325.0,121.0,1
14,630004.0,en,The Vault,3/3/2021,7.1,392.0,CrimeActionThriller,"When an engineer learns of a mysterious, impenetrable fortress hidden under The Bank of Spain, he joins a crew of master thieves who plan to steal the legendary lost treasure locked inside while the whole country is distracted by Spains World Cup Final. With thousands of soccer fans cheering in the streets, and security forces closing in, the crew have just minutes to pull off the score of a lifetime.",107503530.61488006,118.0,0
15,672582.0,en,The Deep House,6/30/2021,5.5,112.0,Horror,"While diving in a remote French lake, a couple of YouTubers who specialize in underwater exploration videos discover a house submerged in the deep waters. What was initially a unique finding soon turns into a nightmare when they discover that the house was the scene of atrocious crimes. Trapped, with their oxygen reserves falling dangerously, they realize the worst is yet to come: they are not alone in the house.",107503530.61488006,85.0,0
16,760747.0,no,I onde dager,7/30/2021,6.8,118.0,ActionComedyThrillerHorror,"A dysfunctional couple head to a remote lakeside cabin under the guise of reconnecting, but each has secret designs to kill the other. Before they can carry out their respective plans, unexpected visitors arrive and the couple is faced with a greater danger than anything they could have plotted.",107503530.61488006,113.0,1
17,675319.0,en,Zone 414,9/3/2021,5.8,86.0,Science FictionThrillerMystery,"In the near future on a colony of state-of-the-art robots, a private investigator is hired by the colonys creator to bring his missing daughter home.",107503530.61488006,98.0,1
18,635302.0,ja,劇場版「鬼滅の刃」無限列車編,10/16/2020,8.4,1833.0,AnimationActionAdventureFantasy,"Tanjirō Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boars head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyōjurō Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",503063688.0,117.0,0
19,645788.0,en,The Protégé,8/19/2021,6.8,330.0,ActionCrimeThriller,"Rescued as a child by the legendary assassin Moody and trained in the family business, Anna is the world’s most skilled contract killer. When Moody, the man who was like a father to her and taught her everything she needs to know about trust and survival, is brutally killed, Anna vows revenge. As she becomes entangled with an enigmatic killer whose attraction to her goes way beyond cat and mouse, their confrontation turns deadly and the loose ends of a life spent killing will weave themselves ever tighter.",8115215.0,109.0,0
20,879163.0,pt,Peçanha Contra o Animal,10/22/2021,5.4,13.0,ComedyCrime,,107503530.61488006,67.0,1
21,589754.0,ru,Последний богатырь: Корень зла,1/1/2021,7.0,63.0,FantasyAdventureComedy,"Peace and tranquility have set in Belogorie. The evil was defeated and Ivan is now enjoying his well-deserved fame. He is surrounded by his family, friends and small wonders from the modern world that help him lead a comfortable life. Luckily, he has his Magic Sword to cut a gap between the worlds to get some supplies quite regularly. But when an ancient evil rises and the existence of the magic world is put to danger, Ivan has to team up with his old friends and his new rivals. They will set out on a long journey beyond the known world to find a way to defeat the enemies and to return peace to Belogorie.",27658331.0,120.0,1
22,846167.0,pl,W jak morderstwo,6/18/2021,5.8,25.0,CrimeMysteryDramaComedy,A stay-at-home mom and avid reader of crime stories discovers the deepest secrets of a small towns residents while investigating a womans murder.,107503530.61488006,104.0,1
23,436969.0,en,The Suicide Squad,7/28/2021,7.8,4695.0,ActionAdventureFantasy,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",167381210.0,132.0,0
24,703771.0,en,Deathstroke: Knights & Dragons - The Movie,8/4/2020,7.0,294.0,AnimationActionAdventureScience Fiction,The assassin Deathstroke tries to save his family from the wrath of H.I.V.E. and the murderous Jackal.,107503530.61488006,87.0,0
25,459151.0,en,The Boss Baby: Family Business,7/1/2021,7.7,1582.0,AnimationComedyAdventureFamily,The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,112000000.0,107.0,1
26,820511.0,en,Ripper Untold,6/28/2021,6.5,47.0,Horror,A detective and a medical examiner join forces to solve a series of horrific murders in Victorian London - but one of them harbours a deadly secret.,107503530.61488006,85.0,0
27,772436.0,es,Matando Cabos 2: La Máscara del Máscara,10/1/2021,7.9,57.0,ActionComedyAdventure,"Faced with the unexpected death of his estranged father -El Máscara- and the subsequent theft of his precious mask, Rubén -Mascarita- will find himself confronted with his past. Alongside his invincible bodyguard Tony ""The Cannibal"" and, an unexpected ally, he will have only one day to recover it and make amends with the memory of his father.",107503530.61488006,101.0900430239705,0
28,385128.0,en,F9,5/19/2021,7.4,4302.0,ActionCrimeThriller,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver theyve ever encountered: his forsaken brother.,721077945.0,143.0,0
29,451048.0,en,Jungle Cruise,7/28/2021,7.8,3111.0,AdventureFantasyComedyAction,"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.",213644366.0,127.0,1
30,508943.0,en,Luca,6/17/2021,8.0,5020.0,AnimationComedyFamilyFantasy,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,49010641.0,95.0,1
31,613098.0,es,Operación Camarón,6/24/2021,5.5,17.0,Comedy,"Geeky-looking Sebas is a surprisingly good classical musician. He’s also a complete unknown in the criminal underworld, and as a new newbie on the police force, that makes him the perfect man for a dangerous mission: to go undercover as a keyboard player for “Los Lolos”, a cheesy flamenco-trap band, who have been hired to play at the wedding of a local mafia boss’ daughter that a major drug trafficker will be attending.  Sebas is keen to take on the mission, blissfully unaware that he will turn out to be even cheesier than Lolo, the band’s lead singer, and fall in love with his sister, Luci. Now Sebas will face a tough choice: remain loyal to his new friends or complete his police mission.",107503530.61488006,90.0,0
32,497698.0,en,Black Widow,7/7/2021,7.7,5823.0,ActionAdventureScience Fiction,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",378328978.0,134.0,1
33,760195.0,en,Separation,4/30/2021,6.0,77.0,Horror,A young girl finds solace in her artist father and the ghost of her dead mother.,107503530.61488006,107.0,0
34,675445.0,en,PAW Patrol: The Movie,8/9/2021,7.7,660.0,AnimationFamilyAdventureComedy,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,121000000.0,86.0,0
35,744275.0,en,After We Fell,9/1/2021,7.4,766.0,RomanceDrama,"Just as Tessas life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that shes been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",19000000.0,99.0,1
36,839436.0,en,Dragon Fury,6/15/2021,6.0,21.0,HorrorFantasyMystery,A group of soldiers are taken to the mountains of Wales to investigate a strange beast.,107503530.61488006,88.0,1
37,874948.0,tr,Kin,10/8/2021,6.6,32.0,CrimeDramaThriller,"Ahead of a promotion, a police chief becomes entangled in a deadly incident and uncovers an intrigue fueled by grudge that threatens his colleagues.",107503530.61488006,104.0,1
38,864873.0,en,Hypnotic,10/27/2021,6.2,214.0,ThrillerDramaHorror,"A young woman seeking self-improvement enlists the help of a renowned hypnotist but, after a handful of intense sessions, discovers unexpected and deadly consequences.",107503530.61488006,88.0,0
39,354912.0,en,Coco,10/27/2017,8.2,14756.0,FamilyAnimationFantasyMusicComedyAdventure,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguels family history.",800526015.0,105.0,0
40,812204.0,en,Rock Dog 2: Rock Around the Park,6/24/2021,7.6,25.0,AnimationComedyMusicFamily,"When Bodi and his band True Blue leave Snow Mountain, to tour with pop sensation, Lil Foxy, they learn that fame comes at a price.",107503530.61488006,90.0,1
41,379686.0,en,Space Jam: A New Legacy,7/8/2021,7.3,2550.0,AnimationComedyFamilyScience Fiction,"When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.s digitized champions on the court. Its Tunes versus Goons in the highest-stakes challenge of his life.",148810604.0,115.0,0
42,637649.0,en,Wrath of Man,4/22/2021,7.8,2598.0,ActionCrimeThriller,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksmans ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",103966489.0,119.0,1
43,524369.0,en,The Many Saints of Newark,9/22/2021,6.8,201.0,CrimeDrama,"Young Anthony Soprano is growing up in one of the most tumultuous eras in Newark, N.J., history, becoming a man just as rival gangsters start to rise up and challenge the all-powerful DiMeo crime family. Caught up in the changing times is the uncle he idolizes, Dickie Moltisanti, whose influence over his nephew will help shape the impressionable teenager into the all-powerful mob boss, Tony Soprano.",11620603.0,120.0,0
44,777620.0,en,Caged,1/26/2021,6.6,39.0,ThrillerHorror,"An African American male is imprisoned and placed in solitary confinement after being found guilty of murdering his wife, as hes haunted by internal demons and his dead wife, and pushed to the breaking point by an abusive female guard.",107503530.61488006,81.0,0
45,831405.0,en,Injustice,10/9/2021,8.0,339.0,AnimationScience FictionFantasyAction,"When Lois Lane is killed, an unhinged Superman decides to take control of the Earth. Determined to stop him, Batman creates a team of freedom-fighting heroes. But when superheroes go to war, can the world survive?",107503530.61488006,78.0,0
46,681887.0,en,Cosmic Sin,3/12/2021,4.4,363.0,Science Fiction,"In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before its too late.",107503530.61488006,88.0,1
47,337404.0,en,Cruella,5/26/2021,8.3,5879.0,ComedyCrime,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",233274812.0,134.0,0
48,637534.0,fr,BAC Nord,8/18/2021,7.7,483.0,CrimeThriller,"A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",107503530.61488006,105.0,1
49,460465.0,en,Mortal Kombat,4/7/2021,7.3,4000.0,ActionFantasyAdventure,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsungs best warrior, Sub-Zero, seeks out and trains with Earths greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",83601013.0,110.0,1
50,774021.0,en,Demonic,7/29/2021,4.9,74.0,HorrorThriller,A young woman unleashes terrifying demons when supernatural forces at the root of a decades-old rift between mother and daughter are ruthlessly revealed.,107503530.61488006,104.0,0
51,859041.0,zh,疯狂的拳头,5/25/2017,7.6,37.0,Action,"After an opponent dies mid-match, a prominent MMA champion swore never to fight again and retired to run his familys company. But when his best friend dies under suspicious circumstances, he has no choice but to step back in the ring.",107503530.61488006,97.0,1
52,662708.0,ja,劇場版ポケットモンスター ココ,12/25/2020,7.3,59.0,AnimationAdventure,"In the Forest of Okoya, Koko is a feral child who has been raised as a Pokémon by the Mythical Pokémon Zarude. Koko has grown up never doubting that he is a Pokémon even though he cant really use any sort of moves. Ash Ketchum and Pikachu meet Koko and help him protect the Great Tree from the crooked scientist Dr. Zed.",107503530.61488006,98.0,1
53,588228.0,en,The Tomorrow War,7/2/2021,8.1,4522.0,ActionScience FictionAdventure,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",107503530.61488006,138.0,1
54,581726.0,en,Infinite,9/9/2021,6.9,553.0,Science FictionActionThriller,"Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real.",107503530.61488006,106.0,1
55,631843.0,en,Old,7/21/2021,6.7,1593.0,ThrillerMysteryHorror,A group of families on a tropical holiday discover that the secluded beach where they are staying is somehow causing them to age rapidly – reducing their entire lives into a single day.,89500000.0,108.0,1
56,882206.0,en,LOL Surprise: The Movie,10/8/2021,7.5,31.0,AnimationFamily,Dazzling doll sisters Queen Bee and Royal Bee make their first movie with help from their fashionable friends in this one-of-a-kind magical adventure.,107503530.61488006,101.0900430239705,1
57,588921.0,en,Ainbo: Spirit of the Amazon,2/9/2021,7.2,220.0,AdventureAnimationFamilyFantasy,"An epic journey of a young hero and her Spirit Guides, Dillo a cute and humorous armadillo and ""Vaca"" a goofy oversized tapir, who embark on a quest to save their home in the spectacular Amazon Rainforest.",107503530.61488006,84.0,1
58,726684.0,fr,"Miraculous World: Shanghai, la légende de Ladydragon",5/15/2021,8.0,362.0,AnimationComedyFamilyAdventure,"On school break, Marinette heads to Shanghai to meet Adrien. But after arriving, Marinette loses all her stuff, including the Miraculous that allows her to turn into Ladybug!",107503530.61488006,52.0,0
59,375211.0,en,Marvel Knights: Eternals,9/16/2014,5.6,5.0,Animation,"You are thousands of years old. You have amazing powers. You have watched civilizations rise and fall. So why does no one remember any of this? Best-selling author, Neil Gaiman (Marvel: 1602) is joined by superstar artist, John Romita. Jr. (Amazing Spider-Man), to bring you the extraordinary tale of The Eternals. Medical student Mark Currys world is turned upside-down when he meets Ike Harris, a man who believes that he is part of a centuries-old race of super-powered beings put here on Earth by aliens to preserve and safeguard the planet — and even crazier, tried to convince Mark that he is one too.",107503530.61488006,118.0,1
60,791373.0,en,Zack Snyders Justice League,3/18/2021,8.4,6803.0,ActionAdventureFantasyScience Fiction,"Determined to ensure Supermans ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",657000000.0,242.0,1
61,634649.0,en,Spider-Man: No Way Home,12/15/2021,0.0,0.0,ActionAdventureScience Fiction,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a Super Hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",107503530.61488006,101.0900430239705,1
62,370172.0,en,No Time to Die,9/29/2021,7.4,1209.0,AdventureActionThriller,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",667000000.0,163.0,1
63,706972.0,en,Narco Sub,1/22/2021,7.1,59.0,ActionDramaCrime,"A man will become a criminal to save his family.  Director: Shawn Welling  Writer: Derek H. Potts  Stars: Tom Vera, Tom Sizemore, Lee Majors |",107503530.61488006,93.0,1
64,669671.0,en,Night Teeth,10/20/2021,6.8,299.0,HorrorThrillerAction,"A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay alive.",107503530.61488006,107.0,1
65,503736.0,en,Army of the Dead,5/14/2021,6.4,2514.0,ActionAdventureCrimeHorror,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",780000.0,148.0,1
66,19995.0,en,Avatar,12/10/2009,7.5,24280.0,ActionAdventureFantasyScience Fiction,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",2847246203.0,162.0,0
67,619297.0,en,Sweet Girl,8/18/2021,6.9,697.0,Action,"A devastated husband vows to bring justice to the people responsible for his wifes death while protecting the only family he has left, his daughter.",107503530.61488006,110.0,1
68,399566.0,en,Godzilla vs. Kong,3/24/2021,7.9,7185.0,ActionAdventureFantasy,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",467863133.0,113.0,0
69,767304.0,en,Redemption Day,1/8/2021,6.7,150.0,Action,"Having just returned home, decorated U.S. Marine Captain Brad Paxtons wife, Kate, is kidnapped by a terrorist group while working in Morocco. He is forced back into action for a daring and deadly operation to save the woman he loves.",107503530.61488006,100.0,0
70,525660.0,cn,真·三国无双,4/29/2021,6.7,71.0,ActionAdventureFantasy,"Warlords, warriors and statesmen wage a battle for supremacy in this fantasy tale based on the hit video games and the ""Romance of the Three Kingdoms.""",107503530.61488006,117.0,0
71,840756.0,es,Mi otra yo,6/15/2021,6.3,3.0,Comedy,A controversial TV host and comedian who has built his career on sexist humor is forced to assume a womans identity to elude a relentless drug dealer.,107503530.61488006,89.0,0
72,482373.0,en,Dont Breathe 2,8/12/2021,7.7,1114.0,ThrillerHorror,"The Blind Man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. Their quiet life together is shattered when a group of criminals kidnap the girl, forcing the Blind Man to leave his safe haven to save her.",45000000.0,98.0,0
73,423108.0,en,The Conjuring: The Devil Made Me Do It,5/25/2021,7.8,3856.0,HorrorMysteryThriller,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything theyd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",199166992.0,111.0,1
74,522402.0,en,Finch,11/4/2021,8.0,522.0,Science FictionDramaAdventure,"On a post-apocalyptic Earth, a robot, built to protect the life of his dying creators beloved dog, learns about life, love, friendship, and what it means to be human.",107503530.61488006,115.0,0
75,453354.0,fr,Ava,6/21/2017,6.0,121.0,Drama,"Ava, 13, is spending the summer on the Atlantic coast when she learns that she will lose her sight sooner than expected. Her mother decides to act as if everything were normal so as to spend their best summer ever. Ava confronts the problem in her own way. She steals a big black dog that belongs to a young man on the run...",107503530.61488006,106.0,0
76,725273.0,en,Solitary,8/31/2020,5.8,59.0,Science Fiction,"A man wakes up inside a room to discover hes a prisoner sent into space to form Earths first colony, and worse - his cell mate Alana is hell bent on destroying everything.",107503530.61488006,89.0,1
77,685274.0,ja,機動戦士ガンダム 閃光のハサウェイ,6/11/2021,8.1,57.0,AnimationActionDramaScience Fiction,"After Chars rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate.",107503530.61488006,96.0,0
78,859860.0,en,Catch the Bullet,9/10/2021,5.6,67.0,WesternAction,"U.S. marshal Britt MacMasters returns from a mission to find his father wounded and his son kidnapped by the outlaw Jed Blake. Hot on their trail, Britt forms a posse with a gunslinging deputy and a stoic Pawnee tracker. But Jed and Britt tread dangerously close to the Red Desert’s Sioux territory.",107503530.61488006,89.0,1
79,825997.0,en,Rogue Hostage,6/11/2021,6.4,101.0,ActionThriller,A former Marine races against time to save a group of hostages -- including his young daughter and a congressman — when armed militants take over his stepfathers store.,107503530.61488006,94.0,0
80,755812.0,fr,"Miraculous World : New York, les héros unis",11/21/2020,8.3,812.0,AnimationFamilyComedyAdventureTV Movie,"During a school field trip, Ladybug and Cat Noir meet the American superheroes, whom they have to save from an akumatised super-villain. They discover that Miraculous exist in the United States too.",107503530.61488006,55.0,1
81,719164.0,en,Women,4/8/2021,6.1,14.0,Thriller,A small town detective while investigating the disappearance of a local woman comes across an unassuming Sociology professor who is hiding a secret life.,107503530.61488006,90.0,1
82,602223.0,en,The Forever Purge,6/30/2021,7.4,1396.0,HorrorActionThriller,All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end as they chase a group of immigrants who they want to punish because of their harsh historical past.,76981630.0,103.0,0
83,595743.0,en,SAS: Red Notice,8/11/2021,6.0,259.0,DramaActionThriller,"An off-duty SAS soldier, Tom Buckingham, must thwart a terror attack on a train running through the Channel Tunnel. As the action escalates on the train, events transpire in the corridors of power that may make the difference as to whether Buckingham and the civilian passengers make it out of the tunnel alive.",107503530.61488006,120.0,0
84,741636.0,en,Bloodthirsty,4/23/2021,6.6,16.0,Horror,"When indie singer Grey struggles to write her sophomore album, she teams up with a mysterious producer at his secluded cabin. Though their bond strengthens her music, it also starts to irreparably alter Grey’s body and mind.",107503530.61488006,82.0,1
85,1930.0,en,The Amazing Spider-Man,6/23/2012,6.6,13495.0,ActionAdventureFantasy,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his fathers former partner. As Spider-Man is set on a collision course with Connors alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",757930663.0,136.0,0
86,641501.0,fr,Comment je suis devenu super-héros,11/19/2020,6.1,292.0,Science FictionAdventureMysteryActionThrillerFantasyComedy,"Paris 2020. While superheroes have assimilated into the Parisian society, they discover a new drug that gives themselves personal superpowers to mere mortals. Lieutenants Moreau and Schaltzmann are investigating the case with the support of two ex-superheroes, Monte Carlo and Callista. Theyll do whatever it takes to dismantle the traffic. But Moreaus past resurfaces, and the investigation becomes more complicated.",107503530.61488006,101.0,1
87,848278.0,en,Jurassic Hunt,8/26/2021,5.0,153.0,ActionScience FictionThriller,"Female adventurer Parker joins a crew of male trophy hunters in a remote wilderness park. Their goal: slaughter genetically recreated dinosaurs for sport using rifles, arrows, and grenades. After their guide is killed by raptors, the team tries to escape the park – but the hunters quickly become the hunted. Even worse, the park’s manager suspects Parker of being a spy and sends a hit squad after her. This battle’s about to become primitive!",107503530.61488006,83.0,1
88,13811.0,en,Knowing,3/19/2009,6.1,4067.0,ActionMysteryScience FictionThriller,A teacher opens a time capsule that has been dug up at his sons elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,155446362.0,121.0,1
89,813258.0,en,Monster Pets: A Hotel Transylvania Short,4/2/2021,7.5,254.0,AnimationComedyFantasy,Drac tries out some new monster pets to help occupy Tinkles for playtime.,107503530.61488006,6.0,1
90,512195.0,en,Red Notice,11/5/2021,7.4,19.0,ActionComedyCrimeThriller,"An Interpol-issued Red Notice is a global alert to hunt and capture the worlds most wanted. But when a daring heist brings together the FBIs top profiler and two rival criminals, theres no telling what will happen.",107503530.61488006,116.0,1
91,672322.0,ja,るろうに剣心 最終章 The Beginning,6/4/2021,7.9,202.0,ActionAdventureDrama,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets gentle Tomoe Yukishiro, a beautiful young woman who carries a huge burden in her heart, his life will change forever.",107503530.61488006,138.0,1
